exo_circ_ID	CircRNA	PAAD1	PAAD2	PAAD3	PAAD4	PAAD5	PAAD6	PAAD7	PAAD8	PAAD9	PAAD10	PAAD11	PAAD12	PAAD13	PAAD14
exo_circ_025002	chr9:17273732-17342444:+	0	0	0	0	0	0	0	0	75.671	0	0	0	0	0
exo_circ_025003	chr9:20764868-20770238:+	0	0	0	0	0	0	0	0	32.431	0	0	0	0	0
exo_circ_025004	chr9:33351615-33352719:+	0	0	0	0	66.807	0	0	0	0	0	0	0	0	0
exo_circ_025005	chr9:37140022-37165935:+	0	61.798	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025006	chr9:83799184-83806560:-	0	4.414	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025009	chr10:11266597-11288552:+	0	0	0	114.643	0	0	0	0	0	0	0	0	0	0
exo_circ_025010	chr10:113040024-113089540:+	0	92.696	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025011	chr10:11997671-12004727:-	0	0	0	0	22.269	0	0	0	10.81	0	0	0	0	0
exo_circ_025012	chr10:20279702-20279984:+	0	0	0	0	0	0	0	0	6.486	0	0	0	0	0
exo_circ_025013	chr10:35044565-35071339:-	0	0	0	0	0	0	0	0	10.81	0	0	0	0	0
exo_circ_025017	chr10:92648211-92650517:+	0	0	50.394	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025018	chr10:95263863-95271784:-	0	0	0	0	0	0	0	0	47.565	0	0	0	0	0
exo_circ_025020	chr11:107416208-107418287:-	0	0	50.394	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025021	chr11:108307896-108317521:+	0	0	0	0	0	0	134.282	0	0	0	0	0	0	0
exo_circ_025022	chr11:108315822-108335961:+	0	0	0	0	0	0	0	0	15.134	0	0	0	0	0
exo_circ_025025	chr11:34108210-34112223:+	0	0	0	0	0	0	78.604	0	0	0	0	0	0	0
exo_circ_025026	chr11:3702462-3706627:-	0	0	0	0	0	0	0	0	6.486	0	0	0	0	0
exo_circ_025028	chr11:47783072-47786554:-	0	0	0	0	96.499	143.494	0	0	19.458	0	0	0	0	0
exo_circ_025029	chr11:48159929-48164515:+	0	0	0	0	0	0	0	0	23.782	0	0	0	0	0
exo_circ_025030	chr11:68567013-68571104:+	0	0	0	0	0	0	0	0	8.648	0	0	0	0	0
exo_circ_025031	chr11:68591575-68596218:+	0	0	0	0	0	91.836	0	0	4.324	0	0	0	0	0
exo_circ_025032	chr11:6941570-6955782:+	0	0	0	28.661	0	0	0	0	0	0	0	0	0	0
exo_circ_025037	chr12:112916508-112917700:+	89.607	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025038	chr12:131753122-131754499:+	0	0	0	0	0	0	0	48.389	0	0	0	0	0	0
exo_circ_025040	chr12:30673989-30674753:-	0	0	0	0	0	0	0	0	25.944	0	0	0	0	0
exo_circ_025041	chr12:42468625-42470359:-	0	0	0	19.107	44.538	0	0	0	0	0	0	0	0	0
exo_circ_025045	chr12:94209589-94220163:+	0	0	0	0	0	0	0	0	12.972	0	0	0	0	0
exo_circ_025050	chr13:49485629-49490910:+	0	0	0	19.107	0	0	0	96.778	0	0	0	0	0	0
exo_circ_025051	chr13:60439687-60485948:+	0	0	0	0	0	0	0	0	45.403	0	0	0	0	0
exo_circ_025052	chr13:71475140-71489148:-	0	0	120.946	0	0	0	0	0	21.62	0	0	0	0	0
exo_circ_025053	chr14:103338326-103338893:+	0	0	0	0	0	0	0	0	28.106	0	0	0	0	0
exo_circ_025057	chr14:50743415-50744365:-	0	0	151.183	0	0	0	0	0	25.944	0	0	0	0	0
exo_circ_025058	chr14:54702061-54737287:+	0	0	0	0	0	0	78.604	0	0	0	0	0	0	0
exo_circ_025059	chr14:55616516-55628028:+	265.086	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025061	chr14:95140658-95141748:-	0	0	0	0	0	0	0	0	79.995	0	0	0	0	0
exo_circ_025062	chr14:99458278-99466055:-	0	0	0	181.519	0	0	0	0	12.972	0	0	0	0	0
exo_circ_025063	chr15:34882501-34886661:-	0	180.979	0	0	0	0	16.376	0	0	0	0	0	0	0
exo_circ_025065	chr15:41069569-41079904:-	0	0	0	0	0	0	0	0	34.593	0	0	0	0	0
exo_circ_025066	chr15:41356038-41358258:+	0	0	0	0	0	0	0	0	4.324	0	0	0	0	0
exo_circ_025067	chr15:43135511-43160794:+	0	61.798	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025068	chr15:43376097-43377067:+	0	0	0	0	0	0	0	0	4.324	0	0	0	0	0
exo_circ_025069	chr15:43479396-43481022:-	0	0	0	0	0	0	0	0	10.81	0	0	0	0	0
exo_circ_025070	chr15:44484223-44496458:+	0	0	0	0	0	0	186.685	0	0	0	0	0	0	0
exo_circ_025071	chr15:44606024-44610985:-	7.467	0	0	0	141.036	0	0	0	0	0	0	0	0	0
exo_circ_025073	chr15:50941441-50950169:+	0	0	0	0	29.692	0	0	0	8.648	0	0	0	0	0
exo_circ_025074	chr15:62000563-62035052:-	0	0	0	0	0	0	0	0	23.782	0	0	0	0	0
exo_circ_025076	chr15:76701757-76733384:-	0	0	0	0	0	0	0	0	47.565	0	0	0	0	0
exo_circ_025077	chr15:76764960-76775117:-	0	0	0	0	0	0	0	0	15.134	0	0	0	0	0
exo_circ_025080	chr15:91935636-91936712:+	0	0	0	19.107	0	57.398	0	0	0	0	0	0	0	0
exo_circ_025082	chr16:192926-208188:-	0	0	0	0	0	0	0	0	38.917	0	0	0	0	0
exo_circ_025085	chr16:47587667-47610920:+	0	0	0	0	0	183.672	0	0	0	0	0	0	0	0
exo_circ_025086	chr16:53235184-53255779:+	0	0	0	0	0	0	0	0	19.458	0	0	0	0	0
exo_circ_025087	chr16:74651919-74661451:-	0	242.776	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025088	chr17:1091664-1100735:-	3.734	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025089	chr17:16057513-16058064:-	0	0	0	0	0	0	91.705	0	0	0	0	0	0	0
exo_circ_025090	chr17:19936285-19958571:-	0	0	0	0	0	0	0	0	0	0	177.011	0	0	0
exo_circ_025091	chr17:29482196-29530619:+	0	264.847	0	0	0	0	0	36.292	0	0	0	0	0	0
exo_circ_025092	chr17:37458523-37465541:+	0	0	0	0	0	0	0	0	41.079	0	0	0	0	0
exo_circ_025093	chr17:39419716-39424738:-	0	0	0	0	0	137.754	0	0	0	0	0	0	0	0
exo_circ_025094	chr17:47341920-47345098:+	0	0	0	0	0	0	0	0	36.755	0	0	0	0	0
exo_circ_025096	chr17:5410702-5414134:-	141.877	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025097	chr17:59737452-59773885:+	0	0	0	0	0	80.357	0	0	0	0	0	0	0	0
exo_circ_025102	chr18:22990936-23001729:+	0	0	0	210.179	0	0	0	0	0	0	0	0	0	0
exo_circ_025103	chr18:26265169-26267623:+	0	0	0	0	0	57.398	0	0	0	0	0	0	0	0
exo_circ_025105	chr18:45739162-45739662:+	0	0	75.591	0	0	0	0	0	4.324	0	0	0	0	0
exo_circ_025106	chr18:56756582-56781656:+	0	75.04	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025107	chr18:79303603-79307234:+	0	0	0	0	29.692	0	0	0	0	0	0	0	0	0
exo_circ_025109	chr19:11113277-11113762:+	0	123.595	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025110	chr19:15268904-15273133:-	0	0	211.656	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025111	chr19:29980158-29986417:+	0	0	60.473	0	74.23	0	0	0	4.324	0	0	0	226.502	0
exo_circ_025113	chr19:36092688-36094164:+	0	0	0	9.554	0	0	0	0	0	0	0	0	0	0
exo_circ_025114	chr19:36712385-36712867:+	0	0	0	0	0	0	0	0	0	0	0	99.483	0	0
exo_circ_025116	chr19:46608228-46608588:+	0	0	0	0	0	0	0	0	41.079	0	0	0	0	0
exo_circ_025117	chr20:33619516-33629914:+	0	0	0	0	0	0	0	0	8.648	0	0	0	0	0
exo_circ_025121	chr20:47287228-47298947:-	134.41	128.009	0	0	0	0	0	0	8.648	0	0	0	0	0
exo_circ_025125	chr21:15864267-15877991:+	0	44.141	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025126	chr21:36288755-36292233:+	0	0	0	0	0	0	0	0	60.537	0	0	0	0	0
exo_circ_025127	chr21:39269898-39277351:-	0	0	0	0	0	0	98.255	0	0	0	0	0	0	0
exo_circ_025128	chr21:45116932-45134832:+	0	39.727	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025129	chr22:23793558-23803422:+	52.27	0	0	0	0	0	45.853	0	0	0	0	0	0	0
exo_circ_025131	chr22:29813429-29814767:-	0	0	0	0	0	0	0	0	19.458	0	0	0	0	0
exo_circ_025132	chr22:41164052-41170571:+	0	0	0	0	0	0	0	185.492	0	0	0	0	0	0
exo_circ_025135	chrX:102839800-102905737:+	0	0	0	0	0	0	0	0	25.944	0	0	0	0	0
exo_circ_025136	chrX:11368714-11370505:-	0	0	0	0	0	195.152	0	0	36.755	0	0	0	0	0
exo_circ_025138	chrX:41143290-41148575:+	0	0	146.143	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025139	chrX:44524001-44538542:-	0	0	0	0	0	0	0	0	21.62	0	0	0	0	0
exo_circ_025141	chrX:68111853-68119332:-	0	0	0	0	66.807	0	0	0	0	0	0	0	0	0
exo_circ_025142	chrX:68513326-68521497:+	0	0	0	0	0	57.398	0	0	0	0	0	0	0	0
exo_circ_025143	chr1:100911062-100921841:+	0	0	0	0	74.23	0	0	0	0	0	0	0	0	0
exo_circ_025145	chr1:110655405-110671671:-	0	0	0	0	0	0	78.604	0	0	0	0	0	0	0
exo_circ_025146	chr1:113112478-113119523:+	0	0	0	0	0	0	58.953	0	0	0	0	0	0	0
exo_circ_025148	chr1:145825756-145827005:+	0	0	20.158	0	0	0	0	129.038	0	0	0	0	0	0
exo_circ_025149	chr1:151638887-151662270:+	0	44.141	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025150	chr1:154225083-154228725:+	0	0	0	0	74.23	0	0	0	0	0	0	0	0	0
exo_circ_025151	chr1:158941976-158945042:+	0	0	0	0	0	68.877	0	0	0	0	0	0	0	0
exo_circ_025153	chr1:172308727-172379182:+	0	0	0	0	0	0	0	0	10.81	0	0	0	0	0
exo_circ_025154	chr1:173970504-173984619:-	0	0	0	0	0	0	0	0	6.486	0	0	0	0	0
exo_circ_025155	chr1:175004613-175008706:+	0	0	0	0	0	0	11.463	0	0	0	0	0	0	0
exo_circ_025156	chr1:178441548-178443229:+	0	0	0	0	0	0	163.759	0	0	0	0	0	0	0
exo_circ_025158	chr1:202276305-202280852:+	0	70.626	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025160	chr1:20941258-20950111:-	0	0	0	0	0	0	0	0	10.81	0	0	0	0	0
exo_circ_025170	chr1:35093913-35110447:+	0	0	0	0	0	0	98.255	0	0	0	0	0	0	0
exo_circ_025174	chr1:40189054-40222710:+	0	0	191.498	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025175	chr1:47260288-47263116:-	0	0	0	0	0	0	203.061	0	34.593	0	0	0	0	0
exo_circ_025176	chr1:55089626-55094087:-	0	0	0	19.107	0	0	0	0	0	0	0	0	0	0
exo_circ_025180	chr2:106112645-106145370:-	0	0	0	0	0	0	0	40.324	41.079	0	0	0	0	0
exo_circ_025181	chr2:108788851-108812927:+	0	0	0	0	0	0	0	0	6.486	0	0	0	0	0
exo_circ_025182	chr2:108791674-108856970:+	0	0	0	0	0	0	0	0	36.755	0	0	0	0	0
exo_circ_025185	chr2:119920068-119937971:+	0	172.15	0	0	0	0	0	0	8.648	0	0	0	0	0
exo_circ_025188	chr2:135661269-135675486:+	0	0	15.118	0	0	0	0	108.876	0	0	0	0	0	0
exo_circ_025190	chr2:151870530-151883370:-	0	0	0	0	0	0	0	0	4.324	0	0	0	0	0
exo_circ_025191	chr2:161367477-161395203:+	0	0	0	181.519	0	0	0	0	25.944	0	0	0	0	0
exo_circ_025192	chr2:172564502-172570824:+	0	0	0	0	0	0	0	0	10.81	0	0	0	0	0
exo_circ_025199	chr2:20278194-20278819:-	0	0	0	0	207.843	0	0	0	0	0	0	0	0	0
exo_circ_025200	chr2:208271510-208285933:+	0	0	0	0	0	0	0	0	0	0	75.862	0	0	0
exo_circ_025202	chr2:238182064-238188257:-	0	0	0	0	0	0	0	0	6.486	0	0	0	0	0
exo_circ_025203	chr2:32377587-32406557:+	0	0	0	133.751	0	0	0	0	21.62	0	0	0	0	0
exo_circ_025204	chr2:32640269-32678922:+	0	0	0	0	0	0	0	0	17.296	0	0	0	0	0
exo_circ_025205	chr2:33523878-33543627:+	0	0	0	0	0	0	0	0	0	0	0	0	60.401	0
exo_circ_025207	chr2:42261120-42263306:+	0	0	0	0	0	0	0	0	23.782	0	0	0	0	0
exo_circ_025209	chr2:55661955-55673079:-	0	0	0	0	0	0	0	0	34.593	0	0	0	0	0
exo_circ_025210	chr2:61103852-61106662:+	0	0	30.237	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025212	chr2:61495454-61526521:-	0	0	0	95.536	0	0	0	0	0	0	0	0	0	0
exo_circ_025214	chr2:69345903-69370108:-	0	0	0	0	0	0	0	129.038	0	0	0	0	0	0
exo_circ_025216	chr2:8243564-8260696:-	0	105.939	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025217	chr2:85027888-85035847:+	0	0	0	0	29.692	0	0	0	0	0	0	0	0	0
exo_circ_025219	chr2:9344531-9344800:+	0	0	0	0	0	0	19.651	0	0	0	0	0	0	0
exo_circ_025221	chr3:122713423-122720388:+	0	0	0	0	0	0	0	0	17.296	0	0	0	0	0
exo_circ_025224	chr3:138663905-138694907:-	0	0	0	0	0	149.234	0	0	0	0	0	0	0	0
exo_circ_025226	chr3:142560262-142568154:-	0	88.282	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025229	chr3:15232518-15233973:+	0	0	0	0	0	0	0	205.654	0	0	0	0	0	0
exo_circ_025230	chr3:15563357-15573242:-	0	0	70.552	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025233	chr3:160300882-160319939:-	0	0	0	0	0	0	0	0	25.944	0	0	0	0	0
exo_circ_025234	chr3:160868828-160961910:+	0	0	20.158	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025235	chr3:167602126-167627292:-	0	0	0	0	0	0	0	0	25.944	0	0	0	0	0
exo_circ_025236	chr3:170106831-170149244:-	0	0	0	0	0	0	0	0	84.319	0	0	0	0	0
exo_circ_025239	chr3:171713892-171734970:-	0	0	0	0	0	0	0	0	51.889	0	0	0	0	0
exo_circ_025240	chr3:179592643-179602797:-	0	0	0	0	0	0	0	0	21.62	0	0	0	0	0
exo_circ_025244	chr3:195156448-195158921:-	0	158.908	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025245	chr3:195306510-195320813:-	0	0	0	0	0	0	55.678	0	0	0	0	0	0	0
exo_circ_025246	chr3:3167633-3175266:-	0	0	0	0	0	0	0	0	12.972	0	0	0	0	0
exo_circ_025248	chr3:36996623-37004474:+	0	0	0	0	0	0	0	0	12.972	0	0	0	0	0
exo_circ_025252	chr3:44784844-44794426:+	0	0	0	0	0	0	0	0	21.62	0	0	0	0	0
exo_circ_025255	chr3:47635189-47661455:-	74.672	0	0	0	0	137.754	0	0	41.079	0	0	0	0	0
exo_circ_025257	chr3:52690591-52691629:+	194.148	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025260	chr3:68998010-69004482:-	0	0	0	0	29.692	0	0	0	0	0	0	0	0	0
exo_circ_025264	chr4:112560732-112585725:-	0	0	0	0	0	0	0	68.551	10.81	0	0	0	0	0
exo_circ_025266	chr4:128942995-128959777:-	0	0	0	0	0	0	0	0	0	0	0	0	211.402	0
exo_circ_025268	chr4:128957025-128959777:-	0	0	0	0	0	0	78.604	0	4.324	0	0	0	0	0
exo_circ_025270	chr4:142260491-142270774:-	0	0	0	85.982	0	0	0	0	0	0	0	0	0	0
exo_circ_025272	chr4:150850723-150872755:-	0	0	0	238.84	0	0	0	0	0	0	0	0	0	0
exo_circ_025273	chr4:15612265-15644708:-	0	0	0	0	0	0	0	0	23.782	0	0	0	0	0
exo_circ_025274	chr4:25383260-25392421:+	0	0	0	0	0	137.754	0	0	0	0	0	0	0	0
exo_circ_025278	chr4:56011411-56024614:+	0	0	0	124.197	0	0	0	0	32.431	0	0	0	0	0
exo_circ_025279	chr4:7004843-7010781:+	0	0	0	0	163.305	0	0	0	0	0	0	0	0	0
exo_circ_025285	chr4:88475840-88494331:+	212.816	0	0	0	0	0	0	0	12.972	0	0	0	0	0
exo_circ_025289	chr5:131395562-131408207:-	0	0	0	0	0	0	0	116.941	0	0	0	0	0	0
exo_circ_025290	chr5:132927120-132937193:-	0	39.727	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025293	chr5:146483539-146507207:+	0	0	0	0	0	0	0	0	8.648	0	0	0	0	0
exo_circ_025294	chr5:154870660-154872651:+	0	0	0	19.107	0	0	0	0	0	0	0	0	0	0
exo_circ_025297	chr5:169761518-169803206:+	0	0	0	0	103.922	0	0	0	0	0	0	0	0	0
exo_circ_025299	chr5:31483553-31486562:-	0	189.807	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025300	chr5:41762110-41807438:-	0	0	0	0	148.459	0	0	0	0	0	0	0	0	0
exo_circ_025306	chr5:79619611-79669028:+	0	0	0	57.322	0	0	0	0	0	0	0	0	0	0
exo_circ_025308	chr5:88804597-88862962:-	0	0	0	0	0	0	81.88	0	0	0	0	0	0	0
exo_circ_025311	chr6:125915332-125922834:+	0	0	0	0	59.384	0	0	0	0	0	0	0	0	0
exo_circ_025312	chr6:147108471-147173948:-	0	0	0	0	0	0	0	0	2.162	0	0	0	0	0
exo_circ_025313	chr6:147239169-147267167:+	0	0	0	0	0	0	0	193.557	32.431	0	0	0	0	0
exo_circ_025315	chr6:2688850-2749406:-	0	70.626	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025316	chr6:3104224-3106051:+	0	132.423	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025318	chr6:6151812-6195885:-	0	0	0	0	0	0	0	0	12.972	0	0	0	0	0
exo_circ_025319	chr6:6151812-6250929:-	0	0	186.459	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025325	chr6:84203980-84215922:-	0	0	0	0	0	0	131.007	0	0	0	0	0	0	0
exo_circ_025327	chr6:85517755-85542043:-	0	0	0	0	0	0	0	0	36.755	0	0	0	0	0
exo_circ_025328	chr6:89329782-89333205:-	44.803	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025331	chr7:131429032-131443702:+	0	0	0	0	0	0	0	0	19.458	0	0	0	0	0
exo_circ_025333	chr7:134941091-134950514:+	0	39.727	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025334	chr7:134941091-134960111:+	0	0	0	0	0	0	0	0	21.62	0	0	0	0	0
exo_circ_025335	chr7:140355667-140369682:-	0	26.485	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025336	chr7:152171263-152178010:-	0	203.049	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025338	chr7:18585280-18666476:+	0	0	0	0	0	0	0	0	34.593	0	0	0	0	0
exo_circ_025340	chr7:26206367-26208555:+	0	0	100.788	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025346	chr7:74239937-74249118:-	0	0	0	0	0	0	36.027	0	8.648	0	0	0	0	0
exo_circ_025347	chr7:77583554-77607301:+	0	0	0	0	0	0	0	0	60.537	0	0	0	0	0
exo_circ_025349	chr7:98228013-98229166:-	0	0	0	0	0	132.014	0	0	0	0	0	0	0	0
exo_circ_025350	chr8:102345395-102346395:-	0	0	30.237	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025352	chr8:107438212-107497413:-	0	0	0	0	0	0	0	0	41.079	0	0	0	0	0
exo_circ_025354	chr8:123109316-123120188:+	231.484	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025357	chr8:140830471-140879637:-	0	0	0	0	170.728	0	0	0	0	0	0	0	0	0
exo_circ_025358	chr8:141150833-141168525:+	0	0	0	0	0	0	0	0	21.62	0	0	0	0	0
exo_circ_025360	chr8:21750587-21750942:-	22.402	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025361	chr8:26360168-26363890:+	0	0	0	105.09	0	0	0	0	0	0	0	0	0	0
exo_circ_025362	chr8:43178073-43182260:+	0	0	0	0	0	0	0	44.357	0	0	0	0	0	0
exo_circ_025363	chr8:67095292-67112065:+	0	0	0	0	0	0	0	0	34.593	0	0	0	0	0
exo_circ_025364	chr8:6724869-6747828:+	0	0	110.867	0	0	0	0	0	51.889	0	0	0	0	0
exo_circ_025365	chr8:81029995-81070170:-	0	0	0	0	0	0	0	0	0	0	0	0	166.102	0
exo_circ_025366	chr8:85109594-85126837:+	0	0	0	0	0	0	0	0	49.727	0	0	0	0	0
exo_circ_025367	chr8:91970657-92005297:-	0	0	0	0	0	114.795	0	0	0	0	0	0	0	0
exo_circ_025368	chr8:91986123-91991889:-	59.738	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025370	chr8:95432625-95436428:+	0	0	0	0	0	0	0	0	2.162	0	0	0	0	0
exo_circ_025374	chr9:105273496-105361330:+	0	0	0	0	0	0	0	0	54.051	0	0	0	0	0
exo_circ_025375	chr9:105534492-105535318:+	0	0	0	0	37.115	0	0	0	0	0	0	0	0	0
exo_circ_025378	chr9:129899964-129903001:-	0	61.798	70.552	0	0	68.877	0	0	0	0	0	0	0	0
exo_circ_025379	chr9:131638634-131650949:-	0	13.242	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025383	chr9:19086733-19089559:-	0	0	0	0	0	0	0	0	43.241	0	0	0	0	0
exo_circ_025384	chr9:19360243-19361963:+	0	0	0	0	0	0	49.128	0	0	0	0	0	151.002	0
exo_circ_025386	chr9:311953-317128:+	0	0	0	0	0	0	0	137.103	0	0	0	0	0	0
exo_circ_025387	chr9:33328580-33347117:+	0	0	0	0	0	0	0	0	8.648	0	0	0	0	0
exo_circ_025394	chr9:85677435-85692813:-	0	0	0	0	0	0	0	0	17.296	0	0	0	0	0
exo_circ_025398	chr10:101792838-101800400:-	0	0	45.355	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025401	chr10:1080010-1096246:+	0	44.141	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025402	chr10:110885252-110887886:+	0	0	0	0	0	0	0	0	0	0	0	0	15.1	0
exo_circ_025404	chr10:114144496-114145761:-	0	0	0	0	0	0	0	0	6.486	0	0	0	0	0
exo_circ_025406	chr10:126970701-127012374:+	0	0	80.631	0	0	0	0	72.584	0	0	0	0	0	0
exo_circ_025408	chr10:131260258-131309299:-	0	0	0	0	0	0	0	96.778	25.944	0	0	0	0	0
exo_circ_025411	chr10:366274-384146:-	0	0	40.315	0	0	0	170.309	0	0	0	0	0	0	0
exo_circ_025414	chr10:63194285-63200677:-	0	0	0	0	0	0	0	149.2	0	0	0	0	0	0
exo_circ_025415	chr10:68437010-68446413:-	0	0	0	0	0	0	0	104.843	0	0	0	0	0	0
exo_circ_025416	chr10:68771205-68791341:+	0	0	0	0	0	0	80.242	0	0	0	0	0	0	0
exo_circ_025418	chr10:7769215-7780307:-	0	0	0	0	0	0	78.604	0	0	0	0	0	0	0
exo_circ_025424	chr11:128597297-128597657:-	0	0	0	0	0	0	0	0	12.972	0	0	0	0	0
exo_circ_025426	chr11:129093620-129124894:-	0	0	100.788	0	0	0	0	0	82.157	0	0	0	0	0
exo_circ_025430	chr11:224077-233215:-	0	0	0	0	0	0	32.752	0	0	0	0	0	0	0
exo_circ_025432	chr11:3731390-3735324:-	0	0	0	0	0	0	0	0	0	0	0	0	135.901	0
exo_circ_025433	chr11:46816197-46816404:-	0	0	0	0	0	0	6.55	0	38.917	0	0	0	0	0
exo_circ_025434	chr11:47835650-47837623:-	0	0	0	0	0	0	0	0	8.648	0	0	0	0	0
exo_circ_025437	chr11:67217730-67228163:+	0	75.04	115.907	0	0	0	0	0	15.134	0	0	0	0	0
exo_circ_025442	chr11:93793727-93801972:+	0	0	156.222	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025444	chr12:109197007-109199552:+	59.738	0	0	0	14.846	0	0	0	0	0	0	0	0	0
exo_circ_025445	chr12:109947255-109947504:-	0	101.525	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025448	chr12:122546175-122551696:+	0	0	0	0	0	0	160.484	0	0	0	0	0	0	0
exo_circ_025449	chr12:123218375-123227616:-	0	0	0	0	0	0	0	0	17.296	0	0	0	0	0
exo_circ_025453	chr12:42128045-42129851:-	0	0	0	0	0	0	0	0	41.079	0	0	0	0	0
exo_circ_025455	chr12:45948436-45964188:-	0	0	0	0	0	0	0	0	32.431	0	0	0	0	0
exo_circ_025456	chr12:53531743-53534659:-	0	0	0	0	0	0	0	0	0	0	0	0	120.801	0
exo_circ_025457	chr12:56741434-56744123:-	0	145.666	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025459	chr12:89609936-89635251:-	44.803	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025460	chr13:23365165-23371165:-	0	0	0	0	0	0	0	76.616	0	0	0	0	0	0
exo_circ_025464	chr13:41252644-41261825:-	0	0	0	0	0	0	0	0	10.81	0	0	0	0	0
exo_circ_025465	chr13:49359713-49382941:-	0	0	0	0	0	0	0	0	17.296	0	0	0	0	0
exo_circ_025470	chr13:95053094-95071853:-	0	0	0	0	0	0	0	0	69.185	0	0	0	0	0
exo_circ_025473	chr14:31162592-31169468:-	0	0	10.079	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025474	chr14:31364188-31374968:-	0	0	0	0	207.843	0	0	0	0	0	0	0	0	0
exo_circ_025475	chr14:31380466-31389005:-	0	0	0	0	0	0	0	60.487	0	0	0	0	0	0
exo_circ_025476	chr14:34524696-34536275:-	0	0	125.986	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025479	chr14:49825866-49834449:-	0	0	141.104	0	0	0	0	0	43.241	0	0	0	0	0
exo_circ_025480	chr14:50200952-50204409:-	0	0	0	0	0	0	0	0	8.648	0	0	0	0	0
exo_circ_025483	chr14:90730074-90786328:-	0	0	0	0	148.459	0	0	0	0	0	0	0	0	0
exo_circ_025484	chr14:91188909-91199905:+	134.41	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025486	chr14:91313079-91315787:-	0	0	35.276	0	0	0	0	0	0	0	0	0	0	0
exo_circ_025493	chr15:49575010-49590007:-	0	0	0	0	0	0	0	0	38.917	0	0	0	0	0
exo_circ_025495	chr15:55850541-55852543:-	0	0	0	0	0	0	0	0	0	0	0	0	211.402	0
exo_circ_025499	chr15:63659735-63666472:-	0	0	0	0	0	0	0	0	6.486	0	0	0	0	0
exo_circ_025504	chr15:99671322-99706855:+	0	0	0	0	0	0	0	0	2.162	0	0	0	0	0
exo_circ_025507	chr16:18845428-18850467:-	0	0	0	0	0	0	0	0	47.565	0	0	0	0	0
exo_circ_025511	chr16:25128474-25132523:+	0	0	0	0	0	0	91.705	0	0	0	0	0	0	0
exo_circ_025513	chr16:3773750-3778817:-	0	0	0	38.214	0	0	0	0	0	0	0	0	0	0
exo_circ_025516	chr16:66816580-66823600:-	0	0	0	0	81.653	0	0	0	0	0	0	0	0	0
exo_circ_025517	chr16:69160355-69167185:+	0	0	0	0	0	0	0	0	12.972	0	0	0	0	0
exo_circ_025519	chr16:81889171-81895927:+	0	0	0	0	0	0	32.752	0	0	0	0	0	0	0
