exo_circ_ID	CircRNA	CRC1	CRC2	CRC3	CRC4	CRC5	CRC6	CRC7	CRC8	CRC9	CRC10	CRC11	CRC12
exo_circ_017720	chr5:160093100-160094065:-	0	0	0	35.212	0	0	0	0	0	0	0	0
exo_circ_017721	chr6:111694374-111714443:-	84.39	0	14.513	0	0	0	0	0	17.904	0	0	0
exo_circ_017722	chr6:131199460-131219808:+	0	0	203.184	0	0	0	0	27.621	0	0	70.192	0
exo_circ_017723	chr6:38061592-38116739:+	168.78	0	14.513	0	0	0	0	55.242	134.283	0	0	0
exo_circ_017724	chr6:75702644-75711416:+	21.097	0	43.539	0	0	0	0	0	17.904	0	52.644	0
exo_circ_017725	chr7:130116444-130129576:+	253.17	0	0	70.424	82.624	0	0	110.484	0	0	0	0
exo_circ_017726	chr9:20923659-20933132:+	0	0	0	669.026	0	0	31.129	0	89.522	0	0	0
exo_circ_017727	chr9:71874613-71875083:-	0	0	0	0	41.312	0	0	0	71.618	0	52.644	0
exo_circ_017728	chr9:86016538-86018821:+	0	0	14.513	105.636	0	0	124.516	0	17.904	0	0	0
exo_circ_017729	chr9:95978060-95979866:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_017730	chr10:131943967-131945459:+	0	0	0	0	0	74.832	0	27.621	35.809	0	0	0
exo_circ_017731	chr11:70330172-70335694:+	0	0	0	0	0	0	77.822	55.242	0	0	0	0
exo_circ_017732	chr11:86000642-86031611:-	0	0	29.026	0	0	37.416	0	0	0	96.451	0	0
exo_circ_017733	chr12:101780151-101790057:-	0	0	58.053	0	0	0	124.516	55.242	0	0	0	0
exo_circ_017734	chr12:101786011-101790057:-	0	0	0	0	0	0	0	0	8.952	0	0	0
exo_circ_017735	chr12:51008475-51010766:-	0	96.803	58.053	264.089	0	0	77.822	0	62.665	144.676	0	0
exo_circ_017736	chr13:111283138-111288443:+	0	154.884	0	0	0	0	0	0	0	0	0	0
exo_circ_017737	chr13:20064450-20083776:+	0	0	0	0	0	0	0	55.242	53.713	0	0	0
exo_circ_017738	chr13:77217839-77233263:-	0	0	0	0	0	0	0	110.484	0	0	0	0
exo_circ_017740	chr16:18849216-18850467:-	0	0	0	0	0	0	0	0	0	0	70.192	0
exo_circ_017741	chr16:69368375-69372355:-	0	0	130.618	0	0	0	0	55.242	17.904	0	0	0
exo_circ_017742	chr17:29502588-29510992:+	42.195	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_017743	chr18:76849525-76871825:+	0	0	0	70.424	0	0	93.387	0	80.57	241.127	0	0
exo_circ_017744	chr18:79096475-79176907:+	0	38.721	0	0	0	0	0	552.418	0	0	0	0
exo_circ_017745	chr19:5598792-5604936:-	0	0	14.513	0	0	0	0	0	0	0	0	0
exo_circ_017746	chr20:21214534-21215648:+	105.487	0	29.026	0	247.872	0	108.951	0	107.426	0	0	0
exo_circ_017747	chr21:14968324-15043574:-	0	0	72.566	0	0	0	0	0	35.809	0	0	0
exo_circ_017748	chrX:11367770-11416962:-	0	0	0	0	0	0	0	55.242	0	0	0	145.874
exo_circ_017749	chrX:68511848-68522917:+	0	0	0	123.242	0	0	0	0	8.952	24.113	0	0
exo_circ_017750	chr1:202157738-202158248:-	0	0	29.026	0	0	0	0	110.484	8.952	0	0	0
exo_circ_017751	chr1:21002712-21089213:-	0	0	29.026	0	0	0	0	55.242	0	0	0	0
exo_circ_017752	chr2:101257790-101265047:+	0	0	0	0	0	0	0	165.725	62.665	0	0	0
exo_circ_017753	chr2:144317478-144319868:-	0	0	43.539	70.424	0	0	0	276.209	17.904	0	35.096	0
exo_circ_017754	chr2:15394226-15417712:-	105.487	0	101.592	0	0	0	0	0	0	0	0	0
exo_circ_017755	chr2:214752446-214792445:-	0	0	145.132	0	0	0	0	82.863	0	72.338	0	0
exo_circ_017756	chr2:227491546-227524915:+	0	0	0	0	0	0	0	0	17.904	24.113	0	0
exo_circ_017757	chr2:55206269-55209831:-	0	0	0	0	165.248	0	0	0	8.952	0	0	0
exo_circ_017758	chr3:121726912-121730973:-	0	193.605	116.105	0	0	0	93.387	0	0	0	0	0
exo_circ_017759	chr3:151360473-151369549:+	0	0	0	0	82.624	0	124.516	0	17.904	0	0	0
exo_circ_017760	chr3:151411277-151416422:+	0	0	0	0	0	0	311.289	55.242	53.713	0	0	0
exo_circ_017761	chr3:185527483-185535132:-	21.097	0	0	0	0	0	0	0	0	96.451	0	0
exo_circ_017762	chr3:32733422-32734976:+	0	0	0	0	0	0	0	0	8.952	0	0	0
exo_circ_017763	chr3:37063741-37083806:-	0	19.361	0	0	0	0	0	0	0	72.338	0	259.332
exo_circ_017764	chr3:56666259-56673725:-	0	96.803	14.513	140.848	0	0	0	55.242	26.857	192.901	0	0
exo_circ_017765	chr5:96985079-97028612:+	0	0	0	123.242	0	0	0	27.621	0	48.225	0	0
exo_circ_017766	chr6:144537581-144551082:+	0	0	174.158	0	0	0	31.129	0	8.952	0	0	0
exo_circ_017767	chr6:18215006-18217885:+	0	0	0	0	0	149.664	0	27.621	0	0	35.096	0
exo_circ_017768	chr7:149074385-149080717:-	0	0	145.132	0	0	0	0	0	0	192.901	0	64.833
exo_circ_017769	chr7:26725427-26739964:-	0	0	14.513	0	0	0	0	55.242	0	0	0	129.666
exo_circ_017770	chr7:43608255-43619723:+	0	0	0	0	0	0	0	27.621	89.522	0	0	226.915
exo_circ_017771	chr8:123371669-123380677:-	0	77.442	0	0	0	0	124.516	0	17.904	0	70.192	0
exo_circ_017772	chr8:131940498-131946633:+	0	0	87.079	0	0	0	0	0	0	0	0	81.041
exo_circ_017773	chr8:17960013-17962174:+	0	0	0	0	0	0	15.564	82.863	0	0	0	32.416
exo_circ_017774	chr8:42870003-42874006:-	0	0	0	0	0	0	0	110.484	62.665	0	0	0
exo_circ_017775	chr9:100016321-100022226:-	0	0	0	0	0	0	0	0	116.378	192.901	0	0
exo_circ_017776	chr9:107300140-107325004:+	0	0	0	0	0	0	0	0	62.665	0	0	0
exo_circ_017777	chr9:112098469-112124436:-	0	0	14.513	0	0	0	0	0	0	0	0	0
exo_circ_017778	chr9:4286037-4286523:-	0	0	145.132	0	0	0	93.387	110.484	0	0	0	0
exo_circ_017779	chr9:93077845-93079602:+	0	154.884	145.132	0	0	0	77.822	0	0	0	0	0
exo_circ_017780	chr10:16695022-16764510:-	105.487	0	14.513	0	0	0	124.516	0	17.904	0	0	0
exo_circ_017781	chr10:32028427-32037607:-	0	0	0	0	0	0	0	110.484	35.809	24.113	0	97.249
exo_circ_017782	chr10:45639815-45663842:-	0	0	29.026	0	82.624	0	0	0	17.904	385.802	0	81.041
exo_circ_017783	chr11:119232447-119232695:+	42.195	19.361	0	0	0	0	0	0	125.331	0	0	0
exo_circ_017784	chr11:120440128-120447085:+	0	0	0	0	0	0	93.387	0	0	0	0	0
exo_circ_017785	chr12:19358227-19366109:+	84.39	0	87.079	0	0	0	0	55.242	17.904	0	175.48	0
exo_circ_017786	chr12:19462509-19466850:+	0	0	145.132	0	0	0	155.644	0	17.904	0	0	0
exo_circ_017787	chr13:100301459-100309908:+	0	0	14.513	0	0	0	0	0	0	0	0	291.748
exo_circ_017788	chr14:39048651-39055296:-	42.195	77.442	0	316.907	0	0	0	0	17.904	0	0	0
exo_circ_017789	chr14:65077912-65093815:-	0	0	14.513	0	0	0	0	0	53.713	0	0	0
exo_circ_017790	chr15:71991102-72010447:-	0	0	0	0	41.312	0	0	0	35.809	0	0	0
exo_circ_017791	chr15:94356136-94385525:+	0	58.082	0	0	0	0	0	0	0	96.451	0	372.79
exo_circ_017792	chr16:1625972-1641187:+	42.195	0	0	0	413.121	0	31.129	0	0	0	0	0
exo_circ_017793	chr16:50675769-50677535:-	0	0	87.079	0	0	37.416	0	0	0	0	0	0
exo_circ_017794	chr16:67036638-67082339:+	0	0	0	0	0	0	0	110.484	0	72.338	0	0
exo_circ_017795	chr16:78994239-78996356:+	126.585	0	58.053	0	0	0	62.258	0	17.904	0	0	0
exo_circ_017796	chr17:29451454-29480481:+	21.097	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_017797	chr17:29451454-29522519:+	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_017798	chr17:29517452-29534300:+	0	0	0	0	41.312	0	62.258	0	0	0	0	0
exo_circ_017799	chr17:40273789-40277184:+	63.292	0	0	281.695	0	0	0	55.242	0	0	0	194.499
exo_circ_017800	chr17:4085669-4086655:-	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_017801	chr17:67920014-67922990:+	42.195	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_017802	chr18:21791373-21804014:+	168.78	0	87.079	105.636	0	0	31.129	0	0	0	0	0
exo_circ_017803	chr19:34431860-34438766:+	0	232.326	0	123.242	0	0	0	0	17.904	0	0	0
exo_circ_017804	chr19:5595360-5600260:-	84.39	0	43.539	0	0	0	0	0	0	0	0	0
exo_circ_017805	chr21:33602233-33603537:-	168.78	0	0	0	0	149.664	0	0	0	0	0	0
exo_circ_017806	chr1:202773117-202777094:-	0	0	29.026	158.453	0	0	0	0	0	0	0	0
exo_circ_017807	chr1:35478965-35479212:-	0	0	0	0	165.248	0	171.209	0	0	0	0	0
exo_circ_017808	chr2:171006146-171061156:-	210.975	0	0	0	0	0	249.031	193.346	0	0	0	0
exo_circ_017809	chr2:171046173-171061156:-	0	0	0	0	0	0	140.08	0	0	0	0	0
exo_circ_017811	chr2:53897869-53900017:-	0	0	232.21	0	165.248	0	0	0	8.952	0	0	0
exo_circ_017812	chr2:69337897-69338565:-	0	0	0	0	0	0	0	0	0	96.451	0	0
exo_circ_017813	chr2:69354488-69363670:-	0	0	0	0	82.624	0	155.644	0	0	0	0	0
exo_circ_017815	chr3:125288102-125313656:-	0	0	0	0	0	0	0	0	26.857	0	0	0
exo_circ_017816	chr3:128637798-128638105:-	0	193.605	101.592	0	0	0	46.693	55.242	8.952	0	0	0
exo_circ_017817	chr3:155919232-155925366:+	0	0	0	0	0	0	0	55.242	17.904	0	35.096	0
exo_circ_017819	chr3:53290790-53292827:-	0	0	87.079	0	0	0	0	0	35.809	0	0	0
exo_circ_017820	chr4:150828179-150831976:-	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_017821	chr5:168500590-168502105:+	42.195	0	29.026	228.877	0	0	0	0	0	337.577	0	0
exo_circ_017822	chr5:32390274-32397338:-	0	0	0	422.543	82.624	0	0	0	26.857	0	0	0
exo_circ_017823	chr5:79656957-79669028:+	0	212.966	130.618	0	0	0	0	55.242	62.665	0	298.316	16.208
exo_circ_017825	chr6:157036834-157084905:+	0	0	14.513	0	165.248	0	0	0	0	0	0	162.082
exo_circ_017826	chr6:7176654-7182082:+	0	0	0	0	0	0	124.516	0	0	48.225	0	0
exo_circ_017827	chr7:134947507-134950514:+	0	0	14.513	0	0	0	93.387	0	0	48.225	0	0
exo_circ_017828	chr7:158735502-158739121:-	0	0	29.026	0	0	0	124.516	0	62.665	0	0	48.625
exo_circ_017829	chr7:6585015-6585260:+	0	0	0	0	0	0	0	0	71.618	0	52.644	0
exo_circ_017831	chr8:66471429-66473938:+	0	0	29.026	0	0	0	93.387	0	0	0	0	97.249
exo_circ_017832	chr8:690897-692612:-	0	19.361	0	0	0	37.416	31.129	0	0	48.225	0	0
exo_circ_017833	chr9:128492425-128492805:+	0	0	0	0	247.872	0	62.258	0	0	0	0	0
exo_circ_017834	chr9:15177696-15187035:-	0	0	87.079	0	0	0	0	0	0	0	315.864	162.082
exo_circ_017835	chr9:33941648-33948587:-	0	0	29.026	0	247.872	0	186.773	0	17.904	0	0	0
exo_circ_017836	chr9:86308428-86310017:-	0	0	0	0	0	0	31.129	0	0	0	140.384	0
exo_circ_017837	chr10:101792838-101807901:-	42.195	0	0	0	0	224.496	0	0	44.761	0	0	0
exo_circ_017838	chr10:11955231-11964125:-	0	96.803	58.053	0	0	0	31.129	0	0	0	0	0
exo_circ_017839	chr10:12081471-12094271:+	0	0	0	0	0	0	186.773	110.484	0	0	0	0
exo_circ_017840	chr10:35483403-35530243:+	21.097	0	0	0	0	0	0	0	170.092	96.451	0	0
exo_circ_017841	chr10:43154896-43176032:+	0	0	0	105.636	0	0	0	55.242	35.809	24.113	0	0
exo_circ_017842	chr11:112078214-112080558:+	168.78	0	0	0	0	0	0	0	26.857	0	0	0
exo_circ_017843	chr11:34086063-34090678:+	63.292	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017844	chr11:46750273-46751534:-	0	0	29.026	0	0	0	0	82.863	71.618	0	0	0
exo_circ_017845	chr11:68567013-68596218:+	0	0	29.026	0	0	0	0	110.484	89.522	0	0	0
exo_circ_017846	chr12:68713864-68714753:+	0	96.803	0	0	0	0	31.129	0	0	0	0	291.748
exo_circ_017847	chr13:19993062-20006586:+	0	0	58.053	0	0	0	0	0	0	48.225	0	0
exo_circ_017849	chr13:98474820-98482321:-	105.487	0	159.645	0	0	374.16	0	82.863	98.474	0	105.288	0
exo_circ_017850	chr15:77178789-77182040:-	0	19.361	14.513	0	0	0	0	0	0	24.113	0	0
exo_circ_017853	chr17:39564759-39566892:+	295.365	0	116.105	0	0	0	0	0	44.761	0	0	0
exo_circ_017855	chr19:53074139-53075183:-	0	0	0	0	0	0	15.564	0	0	0	0	0
exo_circ_017856	chr20:44972077-44995257:+	0	0	0	140.848	0	0	0	0	0	0	0	64.833
exo_circ_017857	chr1:113738109-113738799:-	0	0	246.724	0	0	0	124.516	0	0	0	0	0
exo_circ_017858	chr1:113906995-113908191:+	63.292	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017859	chr1:114608685-114622065:-	21.097	212.966	58.053	35.212	0	0	108.951	0	0	168.789	0	0
exo_circ_017860	chr1:154225083-154237136:+	84.39	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017861	chr1:160565403-160565745:-	0	0	14.513	0	0	0	62.258	0	0	0	0	0
exo_circ_017862	chr1:172551511-172591071:+	63.292	0	29.026	352.119	82.624	0	0	0	0	168.789	0	0
exo_circ_017863	chr1:236803427-236816543:+	0	0	29.026	0	82.624	374.16	93.387	0	89.522	0	0	0
exo_circ_017864	chr1:31005852-31007102:-	21.097	0	43.539	0	0	224.496	0	0	0	0	0	0
exo_circ_017865	chr1:51823663-51840514:-	0	0	0	0	0	0	0	0	35.809	289.352	0	0
exo_circ_017866	chr1:6667708-6681037:-	0	0	29.026	0	0	0	0	0	0	0	456.248	0
exo_circ_017867	chr1:84655831-84671308:-	0	0	0	0	0	0	0	138.104	0	72.338	0	0
exo_circ_017868	chr1:97549559-97573970:-	0	154.884	0	0	0	0	0	110.484	44.761	0	122.836	0
exo_circ_017870	chr2:175080659-175121540:-	0	116.163	58.053	316.907	0	0	0	0	8.952	48.225	70.192	0
exo_circ_017872	chr2:37003541-37007304:-	21.097	0	0	281.695	0	0	0	0	0	0	0	16.208
exo_circ_017873	chr2:61178980-61186497:+	0	0	0	0	206.56	0	0	220.967	35.809	0	193.028	0
exo_circ_017874	chr2:85368685-85369830:+	0	0	29.026	17.606	0	0	0	0	0	192.901	0	0
exo_circ_017875	chr3:101664537-101672213:-	0	0	0	0	0	0	0	0	107.426	48.225	0	0
exo_circ_017876	chr3:138209816-138223733:+	84.39	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_017877	chr3:155914418-155925366:+	0	0	58.053	0	0	0	0	110.484	196.948	0	0	0
exo_circ_017878	chr4:127669035-127687867:+	0	0	0	88.03	0	0	0	0	0	0	0	0
exo_circ_017880	chr5:134777573-134783065:+	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_017881	chr5:60638749-60647533:-	0	0	58.053	0	0	0	0	165.725	0	0	0	0
exo_circ_017882	chr6:136558799-136562615:-	84.39	0	0	0	330.497	0	0	0	143.235	0	0	0
exo_circ_017883	chr6:154773988-154792976:+	21.097	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_017884	chr6:17828239-17834071:-	0	38.721	0	0	0	0	295.724	0	0	0	0	0
exo_circ_017885	chr7:10982371-10983159:+	0	0	14.513	0	0	0	0	110.484	0	0	0	0
exo_circ_017886	chr7:155737529-155745602:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_017887	chr7:32543140-32559464:+	126.585	0	203.184	0	247.872	0	0	0	0	144.676	0	0
exo_circ_017888	chr7:35638349-35673278:-	0	0	0	0	0	0	0	27.621	0	24.113	0	0
exo_circ_017890	chr8:140800458-140890769:-	0	77.442	0	52.818	495.745	0	0	0	107.426	48.225	0	0
exo_circ_017891	chr9:100498764-100561520:+	0	0	0	0	165.248	0	0	55.242	53.713	0	0	0
exo_circ_017892	chr9:112098469-112102285:-	0	0	0	0	82.624	0	0	276.209	89.522	0	0	291.748
exo_circ_017893	chr9:17388161-17395069:+	0	96.803	159.645	0	0	0	0	0	0	0	0	0
exo_circ_017894	chr10:126996747-126999435:+	0	0	0	105.636	0	598.657	0	110.484	26.857	0	0	0
exo_circ_017895	chr10:34470084-34517159:-	0	0	0	0	0	0	62.258	0	17.904	0	0	0
exo_circ_017896	chr10:59832524-59852702:-	0	0	0	0	247.872	0	0	0	0	0	35.096	0
exo_circ_017897	chr11:110136662-110153058:+	126.585	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_017898	chr11:119296917-119297481:+	0	154.884	0	0	0	0	0	0	125.331	192.901	175.48	97.249
exo_circ_017899	chr12:10378131-10378705:-	0	38.721	72.566	0	0	0	0	0	0	0	0	64.833
exo_circ_017900	chr13:114040999-114056658:-	0	0	0	0	82.624	0	0	0	35.809	0	0	0
exo_circ_017901	chr13:72773683-72778380:-	0	0	0	0	41.312	0	0	0	0	0	70.192	0
exo_circ_017903	chr14:58459842-58461160:+	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_017904	chr14:59521573-59538840:-	210.975	0	0	0	0	0	62.258	0	8.952	0	0	0
exo_circ_017905	chr15:58851770-58851965:+	0	0	87.079	0	0	0	0	276.209	53.713	0	0	0
exo_circ_017906	chr15:58913498-58916999:-	21.097	154.884	29.026	246.483	0	0	0	0	0	0	17.548	0
exo_circ_017908	chr17:61992539-62011233:-	0	0	0	0	0	0	0	0	0	168.789	0	0
exo_circ_017909	chr17:623532-627316:-	126.585	0	0	0	0	0	0	0	0	0	0	145.874
exo_circ_017910	chr17:65053501-65053728:-	0	0	58.053	0	0	0	0	0	89.522	0	0	0
exo_circ_017911	chr17:76487711-76488132:-	0	0	0	0	0	0	0	55.242	0	0	280.768	0
exo_circ_017913	chr18:56923921-56939393:+	0	0	130.618	0	0	0	0	0	0	289.352	0	0
exo_circ_017914	chr18:69895700-69896041:-	84.39	0	0	0	0	0	0	0	80.57	0	0	0
exo_circ_017916	chr19:19465339-19465614:+	0	19.361	29.026	0	0	0	0	165.725	0	0	0	0
exo_circ_017917	chr21:14987741-15043574:-	0	0	0	0	0	0	0	110.484	89.522	0	0	0
exo_circ_017918	chr21:39390697-39393280:+	42.195	38.721	58.053	0	0	0	0	0	0	0	0	0
exo_circ_017919	chrX:118387339-118398470:+	0	0	159.645	52.818	0	0	93.387	27.621	0	0	0	0
exo_circ_017920	chr1:155415743-155439068:-	0	0	14.513	105.636	0	0	0	82.863	0	0	0	0
exo_circ_017921	chr1:172551511-172570730:+	0	0	0	492.966	0	0	46.693	27.621	0	0	0	0
exo_circ_017922	chr1:179986168-179997175:+	0	0	0	0	0	0	0	0	0	0	0	16.208
exo_circ_017923	chr1:179986168-180006567:+	0	0	29.026	0	0	0	140.08	0	143.235	96.451	0	0
exo_circ_017924	chr1:193138084-193142066:+	0	0	14.513	0	0	0	0	55.242	0	0	0	0
exo_circ_017925	chr1:227160542-227254155:-	0	0	0	70.424	0	0	62.258	0	0	0	0	0
exo_circ_017926	chr1:35381258-35381758:+	0	0	0	0	0	0	0	0	35.809	192.901	0	0
exo_circ_017928	chr2:134250049-134254644:+	0	0	0	0	0	0	0	0	44.761	0	17.548	194.499
exo_circ_017929	chr2:171081639-171117857:-	0	0	0	35.212	0	0	0	165.725	0	0	0	0
exo_circ_017930	chr2:32439507-32453954:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_017932	chr2:61485767-61490776:-	0	193.605	174.158	0	0	0	0	27.621	0	0	0	0
exo_circ_017933	chr2:9412268-9418732:-	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_017934	chr3:11809516-11829864:-	0	0	0	0	206.56	0	0	0	35.809	0	0	0
exo_circ_017935	chr3:12516610-12519197:+	0	58.082	0	0	0	0	249.031	0	80.57	0	0	0
exo_circ_017936	chr3:12608765-12609335:-	0	0	145.132	0	0	0	0	0	17.904	48.225	0	0
exo_circ_017937	chr3:15028585-15030452:+	0	0	0	0	0	0	155.644	0	0	48.225	0	0
exo_circ_017938	chr3:197136541-197149796:-	42.195	0	0	0	0	0	0	27.621	0	0	0	0
exo_circ_017939	chr3:49286097-49286325:-	84.39	0	0	0	330.497	0	31.129	0	0	96.451	0	0
exo_circ_017940	chr3:50068689-50070552:+	0	0	130.618	0	660.993	0	0	0	89.522	0	0	0
exo_circ_017941	chr4:109945072-109945275:+	0	0	58.053	0	0	0	0	276.209	340.183	0	0	0
exo_circ_017942	chr4:185626831-185649656:-	0	0	0	176.059	0	0	0	0	0	0	87.74	0
exo_circ_017944	chr5:179593477-179596681:+	0	0	29.026	0	413.121	0	0	110.484	0	0	0	0
exo_circ_017945	chr5:37165538-37167213:-	0	0	58.053	0	0	0	0	0	35.809	48.225	0	0
exo_circ_017946	chr5:64786523-64804386:+	0	0	0	17.606	0	0	0	0	0	0	0	0
exo_circ_017947	chr5:81615472-81652326:-	0	58.082	0	211.271	0	0	0	27.621	8.952	0	0	0
exo_circ_017948	chr6:89722954-89725396:-	0	0	0	105.636	0	0	0	0	0	0	0	0
exo_circ_017949	chr7:135393917-135398226:-	0	0	0	0	0	0	0	0	8.952	0	35.096	0
exo_circ_017950	chr7:8055432-8071131:+	0	0	58.053	0	0	0	31.129	0	0	0	0	0
exo_circ_017951	chr8:107438212-107449840:-	0	0	0	0	0	0	311.289	0	17.904	0	0	0
exo_circ_017952	chr9:128523279-128523846:+	42.195	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_017953	chr9:85596361-85633374:-	42.195	58.082	0	0	123.936	0	0	0	0	24.113	0	0
exo_circ_017954	chr9:99915177-99928843:+	21.097	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_017955	chr10:20143294-20147902:+	0	0	0	0	0	0	0	110.484	116.378	0	0	0
exo_circ_017956	chr10:68025545-68044563:-	42.195	0	0	299.301	0	0	0	0	0	0	0	0
exo_circ_017957	chr11:108235669-108249102:+	0	0	0	176.059	0	0	155.644	0	17.904	144.676	0	0
exo_circ_017958	chr11:68558565-68576043:+	0	0	0	0	0	0	0	0	71.618	0	0	0
exo_circ_017959	chr12:111470107-111470742:-	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_017960	chr12:27368261-27380404:+	0	0	0	0	0	0	0	0	44.761	0	0	0
exo_circ_017961	chr12:49460769-49490731:+	0	0	14.513	0	0	0	93.387	55.242	0	0	0	0
exo_circ_017962	chr13:40559508-40560860:-	0	0	0	35.212	0	0	0	0	0	0	0	0
exo_circ_017963	chr13:45516142-45530780:+	0	0	0	105.636	0	0	0	0	17.904	0	0	0
exo_circ_017964	chr13:72893783-72931267:+	0	0	0	0	0	0	0	110.484	35.809	0	0	0
exo_circ_017965	chr15:101701085-101714963:-	0	0	0	176.059	0	0	46.693	0	0	0	0	0
exo_circ_017966	chr15:44633504-44657263:-	84.39	0	0	105.636	0	0	0	0	53.713	48.225	0	0
exo_circ_017967	chr15:50471632-50477499:+	0	0	0	0	0	0	186.773	0	0	241.127	0	0
exo_circ_017968	chr15:50923930-50925219:+	253.17	0	0	0	0	0	124.516	165.725	134.283	0	0	0
exo_circ_017969	chr15:65877331-65877955:+	84.39	0	232.21	0	0	0	0	0	0	24.113	0	0
exo_circ_017971	chr16:4996347-4997044:+	0	0	0	35.212	0	0	0	0	107.426	0	35.096	0
exo_circ_017972	chr16:70324584-70325688:+	0	0	0	0	0	0	0	0	17.904	96.451	0	0
exo_circ_017974	chr18:9204475-9211784:+	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_017977	chr21:31700994-31706357:-	63.292	0	0	0	0	0	0	55.242	0	0	0	64.833
exo_circ_017978	chr22:41866830-41871035:+	0	232.326	0	0	0	0	0	0	0	0	0	0
exo_circ_017979	chrX:107840669-107854704:+	0	0	0	0	0	0	0	0	0	0	35.096	0
exo_circ_017981	chrX:124022530-124031125:+	0	0	0	0	0	0	0	0	71.618	0	0	0
exo_circ_017983	chr1:10467189-10469338:-	126.585	96.803	0	105.636	0	0	0	0	0	48.225	0	0
exo_circ_017984	chr1:150334934-150338326:+	0	0	0	0	0	0	31.129	0	17.904	0	0	0
exo_circ_017986	chr1:154234590-154246375:+	0	0	72.566	0	247.872	0	0	0	0	0	0	0
exo_circ_017987	chr1:26446315-26447660:+	168.78	0	145.132	105.636	82.624	0	0	0	0	0	0	129.666
exo_circ_017989	chr1:46683299-46691937:-	0	0	0	0	0	0	0	110.484	0	0	245.672	0
exo_circ_017990	chr1:65913244-65918835:+	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_017991	chr1:77803269-77807101:+	0	0	304.776	0	0	0	0	0	35.809	0	0	0
exo_circ_017992	chr1:77916054-77926892:+	0	0	0	0	0	0	0	82.863	0	0	0	0
exo_circ_017993	chr2:189805651-189818180:+	0	0	0	0	0	0	0	110.484	8.952	0	0	0
exo_circ_017994	chr2:23958300-23984831:+	0	0	0	0	0	0	0	55.242	8.952	0	0	0
exo_circ_017995	chr2:60781884-60783209:+	0	116.163	14.513	0	0	0	0	0	0	144.676	0	0
exo_circ_017997	chr3:136472412-136502779:-	210.975	0	43.539	0	0	0	0	0	0	0	0	0
exo_circ_017999	chr4:143415476-143440382:+	0	0	0	0	0	0	0	165.725	35.809	0	0	0
exo_circ_018000	chr4:165310552-165310750:+	0	0	0	0	0	448.993	0	0	0	0	0	372.79
exo_circ_018001	chr4:1900625-1904378:+	0	0	0	0	82.624	0	0	0	0	0	0	0
exo_circ_018002	chr4:82970326-82984876:-	0	19.361	0	0	0	0	0	0	0	0	0	0
exo_circ_018003	chr5:68226289-68227009:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_018004	chr5:76597438-76611183:+	0	0	58.053	211.271	0	0	0	0	0	0	0	388.998
exo_circ_018005	chr6:10702368-10702639:+	0	232.326	0	0	0	0	0	0	89.522	0	0	0
exo_circ_018006	chr6:111405469-111472140:-	0	0	72.566	0	0	0	0	0	0	0	0	0
exo_circ_018007	chr6:116692054-116726622:+	0	0	0	0	206.56	0	0	0	0	24.113	0	0
exo_circ_018008	chr6:136151159-136155758:+	0	0	0	0	0	0	0	0	0	289.352	0	0
exo_circ_018009	chr6:154860737-154863898:+	84.39	0	0	0	82.624	0	0	0	71.618	0	0	0
exo_circ_018010	chr6:16585779-16657901:-	126.585	0	0	0	0	0	0	0	8.952	0	0	291.748
exo_circ_018011	chr6:38078039-38082457:+	0	0	130.618	0	0	0	0	0	0	0	0	0
exo_circ_018012	chr6:7295391-7298823:-	0	77.442	0	0	0	0	0	27.621	0	0	0	0
exo_circ_018014	chr7:103128482-103128792:-	0	38.721	0	0	0	0	0	0	0	385.802	0	0
exo_circ_018015	chr7:149153944-149154340:+	0	0	0	0	165.248	0	0	0	0	96.451	0	0
exo_circ_018016	chr7:1898199-1936897:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_018017	chr8:100274952-100288267:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_018018	chr8:106604781-106605476:+	0	116.163	0	0	0	0	0	0	35.809	0	0	0
