exo_circ_ID	CircRNA	CHD1	CHD2	CHD3	CHD4	CHD5	CHD6
exo_circ_005961	chr1:52509595-52526373:-	0	0	0	0	269.964	0
exo_circ_005962	chr2:101257790-101262691:+	0	0	624.997	0	859.884	0
exo_circ_005963	chr2:36877890-36894033:-	552.509	0	0	934.915	0	0
exo_circ_005966	chr5:179709872-179720560:+	0	0	0	0	359.951	0
exo_circ_005968	chr6:161022009-161034449:+	0	0	38.461	0	0	0
exo_circ_005969	chr9:122855183-122859102:-	0	0	0	0	0	1596.907
exo_circ_005970	chr9:36351114-36353331:-	452.053	0	499.998	0	0	0
exo_circ_005971	chr10:27165063-27165539:+	0	541.109	346.152	0	0	0
exo_circ_005973	chr10:91939951-91942568:+	259.512	0	442.306	0	0	0
exo_circ_005974	chr12:70278131-70311017:+	1289.188	1484.184	0	0	0	0
exo_circ_005976	chr16:14644273-14644609:+	0	0	124.999	0	0	0
exo_circ_005978	chr1:153811730-153813452:-	0	0	0	0	89.988	0
exo_circ_005979	chr1:1804418-1806538:-	786.907	0	365.383	257.907	499.933	0
exo_circ_005980	chr1:77633114-77641655:-	0	0	0	314.325	0	0
exo_circ_005981	chr1:88770351-88771879:+	0	0	288.46	0	0	0
exo_circ_005983	chr2:60891682-60921999:+	0	0	0	0	329.955	0
exo_circ_005984	chr3:170113359-170136665:-	0	0	749.996	0	0	0
exo_circ_005987	chr8:60741258-60743097:+	359.968	0	644.228	0	0	0
exo_circ_005988	chr10:113876520-113884380:+	0	1476.454	0	0	0	0
exo_circ_005989	chr10:73474918-73479517:-	0	0	0	0	459.938	0
exo_circ_005990	chr11:108301647-108304852:+	0	0	346.152	0	0	0
exo_circ_005994	chr16:88891881-88901656:-	0	0	0	0	69.991	0
exo_circ_005996	chr17:56901418-56904488:-	0	0	0	0	759.897	0
exo_circ_005997	chrX:53614533-53614745:-	0	0	548.074	0	459.938	0
exo_circ_005998	chr1:12275824-12278038:+	0	0	528.844	0	0	0
exo_circ_006000	chr3:152299404-152300367:+	0	0	0	0	289.961	0
exo_circ_006002	chr3:197814907-197820430:+	0	0	1057.687	0	899.879	0
exo_circ_006003	chr5:179585795-179593645:+	1364.531	0	0	0	0	0
exo_circ_006007	chr8:42906172-42943445:+	0	0	624.997	0	0	0
exo_circ_006009	chr9:112111653-112112868:-	0	0	0	0	689.907	0
exo_circ_006011	chr11:68567013-68576043:+	0	1182.709	0	0	0	0
exo_circ_006014	chr12:92798891-92799086:-	0	0	0	0	579.922	0
exo_circ_006019	chr19:17162987-17168064:+	0	935.345	0	233.729	0	0
exo_circ_006021	chrX:107088435-107088839:-	904.106	803.933	0	0	9.999	0
exo_circ_006026	chr2:135748266-135772547:+	217.655	0	0	0	209.972	0
exo_circ_006027	chr2:26098661-26109906:+	0	15.46	0	0	309.958	0
exo_circ_006028	chr3:136604308-136604473:-	0	0	499.998	0	0	0
exo_circ_006030	chr5:6604137-6605408:-	0	0	0	0	119.984	0
exo_circ_006031	chr5:73840479-73840760:+	284.626	0	980.765	0	0	0
exo_circ_006035	chr8:123077110-123084340:+	0	0	96.153	0	0	0
exo_circ_006036	chr9:125337017-125337591:+	0	0	0	338.504	99.987	0
exo_circ_006040	chr13:72778186-72778380:-	703.194	0	0	0	159.978	0
exo_circ_006043	chr17:59731420-59773885:+	0	0	615.382	322.384	429.942	0
exo_circ_006044	chr18:31638643-31666372:-	0	0	96.153	370.742	0	0
exo_circ_006045	chr19:48633443-48633655:-	0	0	0	0	509.931	0
exo_circ_006046	chr20:48690946-48692790:-	0	0	28.846	0	279.962	0
exo_circ_006049	chr2:135709432-135710231:+	0	0	0	0	59.992	0
exo_circ_006050	chr2:202954004-202955758:+	0	0	0	0	219.97	0
exo_circ_006051	chr2:47838858-47839769:-	0	0	0	1756.995	0	0
exo_circ_006053	chr3:114350273-114351878:-	0	0	201.922	0	0	0
exo_circ_006054	chr3:150575648-150581746:+	569.252	0	163.461	0	0	0
exo_circ_006055	chr4:145823421-145849561:-	0	0	0	0	209.972	1470.835
exo_circ_006058	chr4:75804133-75805303:+	0	0	0	0	0	63.036
exo_circ_006061	chr7:92213194-92226682:-	0	2148.975	0	0	0	0
exo_circ_006063	chr12:123166654-123181210:-	0	0	509.613	0	0	0
exo_circ_006066	chr12:92798891-92802734:-	0	0	0	0	169.977	0
exo_circ_006068	chr21:39269898-39274472:-	0	0	173.076	0	29.996	0
exo_circ_006069	chr1:28473553-28480604:+	0	0	105.769	983.272	0	0
exo_circ_006070	chr1:32279670-32280210:+	0	0	826.919	0	789.893	0
exo_circ_006071	chr2:32439507-32453942:+	0	0	0	0	89.988	0
exo_circ_006074	chr3:9445047-9445740:+	0	0	278.845	419.1	0	0
exo_circ_006076	chr4:2490336-2497121:+	0	0	19.231	0	0	0
exo_circ_006078	chr5:168488601-168497348:+	0	0	0	2450.121	0	0
exo_circ_006079	chr5:179589545-179593645:+	0	0	0	0	59.992	0
exo_circ_006080	chr6:136669282-136698682:-	0	0	0	0	269.964	0
exo_circ_006082	chr9:130079629-130092381:+	770.164	0	0	0	0	0
exo_circ_006083	chr9:35295695-35313989:+	133.942	0	0	0	479.935	0
exo_circ_006085	chr10:74070669-74072852:+	0	0	0	0	0	1786.014
exo_circ_006086	chr11:57491223-57491862:-	0	0	0	0	29.996	1807.026
exo_circ_006087	chr12:123718622-123724791:+	0	0	249.999	0	649.912	0
exo_circ_006088	chr13:77205255-77243951:-	0	0	269.229	0	0	0
exo_circ_006089	chr14:91481575-91485730:-	0	0	115.384	0	0	0
exo_circ_006094	chr1:150492410-150496908:+	0	0	0	0	439.941	0
exo_circ_006097	chr2:229858771-229880128:-	0	0	153.845	0	0	0
exo_circ_006098	chr2:71426459-71427414:+	301.369	0	0	0	0	0
exo_circ_006099	chr2:85368685-85371562:+	0	162.333	57.692	0	99.987	0
exo_circ_006100	chr2:9279316-9297445:+	0	0	0	0	289.961	0
exo_circ_006102	chr4:3086938-3107423:+	0	0	0	886.557	39.995	0
exo_circ_006103	chr4:42485495-42524847:-	0	239.634	0	0	229.969	0
exo_circ_006104	chr5:79619611-79623489:+	0	0	0	217.609	909.877	0
exo_circ_006105	chr6:79489083-79493750:-	0	0	0	0	389.947	0
exo_circ_006106	chr7:77583554-77600806:+	786.907	0	269.229	0	219.97	0
exo_circ_006107	chr8:42925556-42943445:+	0	479.268	846.15	0	0	0
exo_circ_006108	chr9:33953284-33996333:-	0	0	0	1063.868	0	0
exo_circ_006109	chr10:26500818-26513660:+	611.109	0	19.231	0	0	0
exo_circ_006112	chr12:12244261-12244655:-	0	0	0	0	0	1260.716
exo_circ_006114	chr13:26324771-26353880:+	0	0	413.46	0	0	0
exo_circ_006116	chr15:30974313-30976955:-	0	0	682.689	0	0	0
exo_circ_006117	chr15:68175636-68176654:+	0	0	105.769	1257.299	69.991	0
exo_circ_006122	chr18:75285447-75288648:+	0	0	67.307	0	0	0
exo_circ_006124	chr20:35724569-35725155:-	0	0	0	0	129.982	0
exo_circ_006125	chrX:119410189-119410362:+	0	695.711	0	0	0	0
exo_circ_006127	chr1:12001400-12002103:+	0	0	0	0	639.914	0
exo_circ_006130	chr3:179764001-179765848:+	1054.791	0	0	0	589.92	0
exo_circ_006132	chr3:3167633-3175269:-	0	0	0	0	259.965	0
exo_circ_006133	chr3:94003658-94003908:+	0	0	0	0	119.984	0
exo_circ_006136	chr6:144482208-144488834:+	0	247.364	480.767	0	429.942	0
exo_circ_006137	chr7:105038125-105041023:+	719.936	0	0	628.649	0	0
exo_circ_006138	chr7:73459535-73470483:-	0	0	519.228	0	0	0
exo_circ_006139	chr9:19286768-19305527:+	0	0	528.844	0	0	0
exo_circ_006140	chr10:1056347-1072293:+	0	0	0	0	569.923	0
exo_circ_006143	chr11:119273867-119274953:+	0	0	0	0	89.988	0
exo_circ_006144	chr11:129123445-129164427:-	0	0	0	0	259.965	0
exo_circ_006145	chr12:19473247-19500221:+	92.085	858.044	0	0	349.953	0
exo_circ_006146	chr13:95832926-95837202:-	0	0	0	0	879.881	0
exo_circ_006148	chr17:40391505-40392737:-	0	0	0	0	439.941	0
exo_circ_006149	chr17:42500706-42501304:+	0	0	413.46	0	0	0
exo_circ_006150	chr17:64369749-64378117:-	1808.212	0	0	0	0	0
exo_circ_006151	chr21:33432176-33432871:+	0	0	846.15	0	1099.852	0
exo_circ_006152	chr22:40881769-40882177:+	0	0	317.306	0	0	0
exo_circ_006159	chr5:100856102-100895785:-	0	0	423.075	0	0	0
exo_circ_006161	chr6:63679999-63685911:+	0	0	0	0	399.946	0
exo_circ_006162	chr6:73440208-73440445:-	0	0	182.691	0	0	0
exo_circ_006168	chr14:99257470-99257836:-	0	0	221.153	0	0	0
exo_circ_006169	chr15:65729071-65756472:-	0	0	509.613	0	0	0
exo_circ_006170	chr15:90486953-90492711:+	0	0	499.998	0	579.922	0
exo_circ_006173	chr17:30481142-30484770:+	0	0	0	0	229.969	0
exo_circ_006174	chr17:37584647-37585430:-	0	0	711.535	0	0	0
exo_circ_006175	chr17:61776400-61780401:-	0	0	0	0	319.957	0
exo_circ_006176	chr18:9182381-9195698:+	0	0	0	0	159.978	0
exo_circ_006179	chr1:247860616-247868063:+	0	0	0	1011.481	0	0
exo_circ_006181	chr1:44308309-44319744:-	0	1275.471	0	0	99.987	0
exo_circ_006183	chr2:23819746-23823569:-	468.796	0	0	0	0	3172.802
exo_circ_006184	chr3:125313307-125313656:-	828.764	0	0	0	0	0
exo_circ_006185	chr3:138688874-138694907:-	0	0	0	1184.763	0	0
exo_circ_006190	chr5:179705678-179710065:+	0	0	0	0	409.945	0
exo_circ_006191	chr6:111262256-111263946:+	2226.78	0	0	0	0	0
exo_circ_006195	chr8:103404775-103407784:-	0	0	57.692	0	0	0
exo_circ_006196	chr10:43154896-43158931:+	0	0	0	0	199.973	0
exo_circ_006201	chr15:72760406-72775097:-	0	0	0	0	39.995	0
exo_circ_006203	chr19:45025328-45025737:+	1439.873	0	0	0	569.923	0
exo_circ_006205	chr1:220182256-220182931:-	0	0	0	0	469.937	0
exo_circ_006206	chr1:39853969-39857417:-	0	0	0	1031.63	0	0
exo_circ_006209	chr5:108348398-108367953:-	0	0	105.769	0	0	0
exo_circ_006213	chr7:26684735-26727006:-	0	0	0	0	189.974	0
exo_circ_006215	chr9:122855183-122855878:-	1155.247	0	0	0	0	0
exo_circ_006219	chr11:128758114-128782023:+	0	0	221.153	0	0	0
exo_circ_006220	chr12:14434336-14438267:+	0	0	0	0	479.935	0
exo_circ_006222	chr14:102968252-102970261:-	0	0	38.461	0	259.965	0
exo_circ_006225	chr15:44328684-44338317:+	389.268	0	0	8.06	0	0
exo_circ_006226	chr16:47311239-47313823:-	8.371	0	0	0	0	0
exo_circ_006232	chr19:8536251-8540028:-	1054.791	0	0	0	0	0
exo_circ_006233	chr20:37061102-37062270:-	0	0	221.153	0	0	0
exo_circ_006236	chr22:20824325-20838731:-	0	0	221.153	0	0	0
exo_circ_006239	chr1:35381258-35389082:+	0	0	153.845	0	0	0
exo_circ_006240	chr2:233256101-233265143:+	0	0	19.231	0	0	0
exo_circ_006241	chr2:25768741-25771540:-	0	0	519.228	0	0	0
exo_circ_006243	chr3:100295086-100298045:+	0	0	0	0	829.888	0
exo_circ_006245	chr3:129458598-129464781:+	0	0	403.844	983.272	0	0
exo_circ_006246	chr3:142093060-142101841:-	0	0	0	757.603	0	0
exo_circ_006247	chr3:156694019-156696025:+	0	0	0	1241.18	0	0
exo_circ_006248	chr3:170149085-170178938:-	0	0	0	967.153	0	0
exo_circ_006253	chr5:71509464-71511151:+	0	0	163.461	0	339.954	0
exo_circ_006256	chr6:5404541-5431172:+	0	0	423.075	0	0	0
exo_circ_006257	chr6:6222032-6250929:-	0	0	0	0	259.965	0
exo_circ_006259	chr7:140776911-140794467:-	745.05	0	0	0	0	0
exo_circ_006266	chr11:45979759-45979966:-	0	0	240.383	0	0	0
exo_circ_006267	chr11:48153795-48156119:+	0	0	0	0	259.965	0
exo_circ_006268	chr12:110025741-110029635:+	1791.47	0	0	0	0	0
exo_circ_006269	chr13:98474820-98519473:-	0	0	394.229	0	0	0
exo_circ_006270	chr14:102019892-102022880:+	0	0	76.923	1281.478	159.978	0
exo_circ_006272	chr15:65729071-65738875:-	0	0	365.383	0	0	0
exo_circ_006274	chr17:29648143-29667223:-	0	0	403.844	0	0	0
exo_circ_006276	chr18:20982762-20984535:-	0	0	0	0	359.951	0
exo_circ_006277	chr18:49331863-49379758:-	0	0	0	0	79.989	0
exo_circ_006281	chr1:168038370-168068463:+	0	0	692.304	0	0	0
exo_circ_006287	chr2:8888017-8958642:-	0	958.536	374.998	0	0	0
exo_circ_006288	chr3:155910691-155914570:+	0	0	182.691	0	0	0
exo_circ_006291	chr3:172251259-172262083:+	0	0	0	0	0	315.179
exo_circ_006293	chr6:15410223-15468718:+	0	0	528.844	0	0	0
exo_circ_006295	chr6:35312301-35312772:+	276.255	0	0	1329.835	0	0
exo_circ_006296	chr6:85557975-85574378:-	0	997.186	317.306	0	0	0
exo_circ_006300	chr7:158879683-158918869:+	0	0	0	0	369.95	0
exo_circ_006302	chr10:74070669-74074903:+	1774.727	0	0	0	0	0
exo_circ_006303	chr10:74394140-74398579:+	16.743	0	0	0	0	0
exo_circ_006304	chr11:116757145-116758407:-	0	0	0	0	459.938	0
exo_circ_006305	chr12:122327946-122328426:-	0	0	0	0	439.941	0
exo_circ_006306	chr12:6548424-6548825:-	0	0	0	48.358	0	378.215
exo_circ_006311	chr16:11846500-11847806:-	0	0	134.615	0	579.922	0
exo_circ_006312	chr17:18865468-18865952:+	0	0	221.153	0	0	0
exo_circ_006314	chr17:80289658-80290728:+	0	0	134.615	0	0	0
exo_circ_006325	chr4:39841947-39844801:-	0	0	0	0	0	1050.597
exo_circ_006327	chr5:76441392-76461669:+	0	0	0	967.153	0	0
exo_circ_006329	chr5:94868332-94873241:-	0	0	0	0	299.96	0
exo_circ_006330	chr6:147205970-147239270:+	0	0	0	0	449.939	21.012
exo_circ_006331	chr6:149512154-149517450:-	0	0	548.074	0	0	0
exo_circ_006333	chr6:79060477-79060818:-	0	0	0	16.119	0	0
exo_circ_006334	chr8:47953619-47957431:-	0	0	0	253.878	0	0
exo_circ_006335	chr8:99502835-99511512:+	0	0	0	507.755	829.888	0
exo_circ_006336	chr9:131455075-131459356:+	0	0	0	290.146	0	0
exo_circ_006338	chr12:1289851-1290012:+	0	0	0	0	319.957	0
exo_circ_006339	chr13:113520615-113539507:+	0	0	0	394.921	0	0
exo_circ_006341	chr14:103752999-103754244:-	0	0	0	0	99.987	0
exo_circ_006343	chr17:16071408-16073569:-	0	0	0	0	289.961	0
exo_circ_006344	chr17:16137310-16146548:-	0	1004.916	0	0	0	0
exo_circ_006345	chr17:50990449-50998617:-	0	0	711.535	0	0	0
exo_circ_006349	chr20:41512845-41533570:-	0	0	288.46	0	0	0
exo_circ_006350	chr22:36932764-36933994:+	0	0	836.534	0	0	0
exo_circ_006353	chr1:236806143-236816543:+	0	0	0	0	669.91	0
exo_circ_006359	chr2:99429839-99435941:-	0	0	855.765	0	0	0
exo_circ_006360	chr3:111913318-111920419:+	359.968	0	499.998	0	0	0
exo_circ_006361	chr3:121496807-121498670:-	1113.39	0	0	0	0	0
exo_circ_006362	chr3:27437387-27448797:-	0	0	0	0	159.978	0
exo_circ_006364	chr4:105446382-105456745:-	0	0	1144.225	0	0	0
exo_circ_006367	chr5:43122038-43161931:+	0	0	0	0	159.978	0
exo_circ_006371	chr10:101798841-101800400:-	0	0	240.383	0	0	0
exo_circ_006372	chr10:68430435-68430660:-	0	0	0	612.53	0	0
exo_circ_006373	chr10:7367648-7370375:-	0	0	0	0	79.989	0
exo_circ_006374	chr12:11839139-11853561:+	1280.817	0	0	0	0	0
exo_circ_006377	chr16:48347506-48348290:+	0	0	0	0	119.984	0
exo_circ_006378	chr17:60633852-60648082:+	0	0	0	0	179.976	0
exo_circ_006380	chr20:47623910-47633636:+	0	0	0	0	519.93	0
exo_circ_006384	chr1:164475147-164482547:-	0	0	0	0	0	525.298
exo_circ_006386	chr2:33217551-33222151:+	426.939	0	0	0	379.949	0
exo_circ_006388	chr3:155833467-155842619:-	0	0	0	822.08	0	0
exo_circ_006392	chr4:53383772-53391139:+	0	0	0	0	309.958	0
exo_circ_006394	chr5:55322326-55328811:+	0	0	0	0	1149.845	0
exo_circ_006396	chr6:125855019-125855240:+	0	0	365.383	0	0	0
exo_circ_006399	chr6:3410187-3415855:-	0	0	0	0	569.923	0
exo_circ_006400	chr6:75634706-75670720:+	0	0	0	0	49.993	0
exo_circ_006402	chr7:155700772-155707068:+	0	548.839	0	0	279.962	0
exo_circ_006403	chr8:140585118-140605914:-	853.878	0	0	0	0	0
exo_circ_006405	chr10:101797979-101810314:-	0	0	0	0	529.928	0
exo_circ_006406	chr10:7243557-7285954:-	0	0	0	0	139.981	0
exo_circ_006407	chr11:129093620-129164427:-	0	0	0	0	439.941	0
exo_circ_006408	chr11:17310824-17312120:+	0	0	971.149	0	0	0
exo_circ_006410	chr11:85990249-86031611:-	0	1221.36	0	0	259.965	0
exo_circ_006415	chr15:51900154-51902036:+	0	0	0	0	109.985	0
exo_circ_006416	chr15:72045723-72046634:-	0	0	0	0	99.987	0
exo_circ_006417	chr16:4466152-4469465:-	786.907	0	0	0	339.954	0
exo_circ_006418	chr16:53155925-53157541:+	0	0	153.845	0	0	0
exo_circ_006433	chr3:169975607-169988359:+	0	255.094	374.998	0	0	0
exo_circ_006435	chr4:102714437-102730736:-	0	0	249.999	0	0	0
exo_circ_006437	chr4:53573622-53591515:-	1473.358	0	0	0	179.976	0
exo_circ_006441	chr5:65451474-65473952:-	711.565	0	0	0	0	0
exo_circ_006443	chr7:131508950-131511433:-	0	0	0	0	299.96	0
exo_circ_006444	chr7:156966269-156967092:+	1858.44	0	0	0	0	0
exo_circ_006448	chr9:112111653-112124436:-	1146.875	0	0	0	0	0
exo_circ_006450	chr9:33944364-33948587:-	0	0	307.691	0	0	0
exo_circ_006455	chr12:31392266-31392696:-	0	0	0	0	49.993	0
exo_circ_006456	chr12:32708152-32718763:+	0	0	0	0	419.943	0
exo_circ_006459	chr13:30630834-30631474:+	0	0	0	0	189.974	0
exo_circ_006462	chr14:49723873-49740182:+	0	0	269.229	0	0	0
exo_circ_006464	chr15:101010449-101010837:+	443.682	0	0	475.517	0	0
exo_circ_006465	chr15:93000511-93004751:+	820.393	0	0	0	0	0
exo_circ_006467	chr16:8858349-8859335:-	1113.39	332.395	269.229	0	0	0
exo_circ_006470	chr1:145771710-145788966:-	0	0	692.304	0	0	0
exo_circ_006471	chr1:154251040-154251653:+	0	1360.502	105.769	0	0	0
exo_circ_006472	chr1:155921374-155921918:-	0	471.538	0	0	149.98	0
exo_circ_006473	chr1:19193432-19197265:-	0	0	557.69	0	0	0
exo_circ_006474	chr1:212863724-212885396:+	1791.47	0	0	0	0	0
exo_circ_006479	chr2:239990073-240022340:-	0	0	0	0	139.981	0
exo_circ_006483	chr3:136452032-136502779:-	0	0	0	0	0	1849.05
exo_circ_006484	chr3:155914418-155916192:+	0	0	0	1773.114	0	0
exo_circ_006485	chr3:171138190-171140509:-	0	0	0	0	369.95	0
exo_circ_006489	chr4:150806270-150808398:-	0	0	0	0	299.96	0
exo_circ_006490	chr5:37238856-37239869:-	0	0	0	1273.418	0	0
exo_circ_006494	chr9:33971650-34017189:-	0	0	0	0	539.927	0
exo_circ_006495	chr9:6849506-6893232:+	0	0	0	0	239.968	0
exo_circ_006498	chr11:34957383-34984728:+	0	0	480.767	0	0	0
exo_circ_006499	chr11:9713465-9732710:+	0	0	0	0	249.966	0
exo_circ_006500	chr12:68816811-68824651:+	0	0	0	0	129.982	0
exo_circ_006502	chr17:37283266-37289528:-	0	834.854	0	0	0	0
exo_circ_006509	chr1:200581200-200592240:-	0	0	0	0	0	735.418
exo_circ_006510	chr1:23030468-23059167:+	0	0	576.92	0	199.973	0
exo_circ_006511	chr2:159169249-159170805:+	594.366	0	48.077	0	0	0
exo_circ_006516	chr2:73572261-73573424:+	0	0	0	0	169.977	0
exo_circ_006517	chr3:197832196-197835822:+	0	0	0	0	0	2836.611
exo_circ_006518	chr3:49324701-49325845:-	602.737	0	0	0	0	0
exo_circ_006523	chr5:108867766-108872212:+	0	0	288.46	0	309.958	0
exo_circ_006524	chr5:109037421-109100519:+	0	0	192.307	0	0	0
exo_circ_006528	chr8:106679209-106684359:+	0	1314.121	0	959.093	0	0
exo_circ_006532	chr10:67954594-67966802:-	0	0	0	0	959.87	0
exo_circ_006533	chr10:72340788-72341170:-	0	0	0	0	99.987	0
exo_circ_006540	chr12:51055834-51056502:+	0	0	124.999	0	0	0
exo_circ_006541	chr12:71657525-71660427:-	0	0	249.999	0	0	0
exo_circ_006543	chr14:89411933-89412490:-	0	0	701.92	0	0	0
exo_circ_006545	chr15:66435026-66436892:+	0	0	163.461	0	0	0
exo_circ_006546	chr15:67231813-67236820:-	0	0	0	0	489.934	0
exo_circ_006547	chr15:68141945-68146700:+	0	0	576.92	0	0	0
exo_circ_006548	chr17:63764015-63764847:-	0	0	0	419.1	0	0
exo_circ_006550	chr1:117911993-117918736:-	0	0	1701.915	0	0	0
exo_circ_006551	chr1:21701497-21703618:-	0	0	0	0	419.943	0
exo_circ_006555	chr2:112064161-112067067:+	0	0	451.921	0	0	0
exo_circ_006557	chr2:196139619-196146055:-	0	0	0	765.663	309.958	0
exo_circ_006558	chr2:25799384-25806337:-	0	0	490.382	0	0	0
exo_circ_006559	chr2:55254040-55254825:-	0	0	221.153	0	0	0
exo_circ_006562	chr3:12935447-12941865:-	0	0	451.921	0	0	0
exo_circ_006565	chr6:73466208-73466606:+	0	0	0	709.246	0	0
exo_circ_006568	chr7:90726566-90747775:+	0	0	0	0	319.957	0
exo_circ_006570	chr9:33941648-33953474:-	0	1963.452	249.999	0	419.943	0
exo_circ_006571	chr9:85677435-85712566:-	0	0	374.998	0	0	0
exo_circ_006573	chr11:3773631-3776021:-	0	0	0	0	489.934	0
exo_circ_006574	chr12:32701414-32713371:+	0	0	0	0	389.947	0
exo_circ_006577	chr14:90978305-91001159:-	519.024	0	0	0	0	0
exo_circ_006580	chr16:68157868-68167015:+	0	0	0	1176.703	579.922	0
exo_circ_006583	chr21:15777903-15805258:+	0	0	0	0	149.98	0
exo_circ_006587	chr1:39439273-39439500:+	0	0	0	0	409.945	0
exo_circ_006588	chr2:241407536-241413421:+	0	0	0	0	429.942	0
exo_circ_006589	chr2:33300450-33315269:+	0	0	0	0	0	1680.955
exo_circ_006590	chr2:47834578-47834871:-	1490.101	0	0	0	0	0
exo_circ_006592	chr3:17009673-17014911:+	0	1283.201	0	0	0	0
exo_circ_006593	chr3:179203543-179204588:+	0	1167.249	0	0	89.988	0
exo_circ_006604	chr6:42663257-42666245:+	0	0	490.382	0	0	0
exo_circ_006605	chr8:116655855-116658980:-	862.249	0	0	0	0	0
exo_circ_006606	chr10:119072889-119073937:-	0	0	509.613	0	0	0
exo_circ_006607	chr10:124038514-124046724:-	75.342	0	0	0	0	1722.979
exo_circ_006611	chr13:39719235-39727548:+	0	0	173.076	0	0	0
exo_circ_006612	chr13:72835242-72931267:+	0	0	740.381	0	499.933	0
exo_circ_006615	chr16:20915555-20920214:+	242.769	0	576.92	0	0	0
exo_circ_006617	chr20:34477771-34479789:+	0	0	19.231	1805.352	59.992	0
exo_circ_006619	chr1:169319158-169324500:-	0	0	0	1273.418	0	0
exo_circ_006620	chr1:20893516-20904971:-	0	0	673.074	0	0	0
exo_circ_006624	chr2:23875828-23885829:-	0	0	192.307	0	0	0
exo_circ_006630	chr3:63898398-63952483:+	0	0	0	0	279.962	0
exo_circ_006636	chr6:170317369-170323259:+	0	0	0	0	209.972	0
exo_circ_006641	chr9:121123930-121135982:+	0	1723.818	0	0	159.978	0
exo_circ_006644	chr10:93381218-93389154:-	0	0	0	0	269.964	0
exo_circ_006646	chr11:85981128-85982003:-	0	0	0	596.411	0	0
exo_circ_006657	chr17:39709812-39715939:+	0	0	0	0	319.957	0
exo_circ_006659	chr19:54909244-54909523:+	0	0	0	0	239.968	0
exo_circ_006662	chr22:25678815-25695214:+	0	0	0	0	0	735.418
exo_circ_006663	chr22:41135812-41140257:+	636.223	0	0	0	0	0
exo_circ_006665	chr1:20941490-20950111:-	0	0	0	0	289.961	0
exo_circ_006670	chr2:36396613-36442735:+	0	0	0	0	49.993	0
exo_circ_006671	chr2:68490189-68513680:+	0	0	701.92	0	0	0
exo_circ_006672	chr2:85861180-85863485:-	0	0	0	733.424	0	0
exo_circ_006674	chr3:155828181-155842619:-	0	0	0	0	99.987	0
exo_circ_006675	chr3:172295362-172310881:+	0	0	278.845	0	0	0
exo_circ_006676	chr3:20071583-20072459:+	0	0	182.691	0	0	0
exo_circ_006677	chr3:47056820-47062346:-	0	0	0	0	0	210.119
exo_circ_006679	chr5:179888102-179888312:-	0	0	0	0	0	1302.74
exo_circ_006680	chr5:34686871-34757598:+	0	0	1048.072	0	0	0
exo_circ_006681	chr6:118632452-118664521:-	0	564.299	0	0	0	0
exo_circ_006688	chr10:27134830-27136385:-	0	0	413.46	0	0	0
exo_circ_006691	chr12:104325336-104327671:+	0	0	0	1354.014	0	0
exo_circ_006692	chr12:110388511-110396452:-	0	0	0	0	669.91	0
exo_circ_006693	chr12:32713208-32718763:+	0	0	0	1176.703	0	0
exo_circ_006695	chr13:49705620-49706372:-	0	0	615.382	0	0	0
exo_circ_006702	chr17:45081643-45086652:+	0	0	0	0	9.999	0
exo_circ_006704	chr17:5410702-5416682:-	0	0	0	0	329.955	0
exo_circ_006706	chr18:77066297-77105286:-	0	0	644.228	0	0	0
exo_circ_006707	chr20:31792734-31794548:+	0	1360.502	249.999	0	0	0
exo_circ_006708	chr20:44972077-44987296:+	719.936	0	0	580.292	0	0
exo_circ_006709	chr20:51516783-51523596:-	0	340.126	0	725.365	0	483.274
exo_circ_006710	chrX:119629317-119629508:-	0	1174.979	0	0	0	0
exo_circ_006711	chrX:16828093-16829770:+	0	0	0	0	319.957	0
exo_circ_006714	chr2:197416740-197420542:-	0	0	0	0	0	1554.883
exo_circ_006719	chr2:70179531-70181997:-	1364.531	0	0	0	0	0
exo_circ_006724	chr3:170128683-170178938:-	1113.39	0	221.153	0	0	0
exo_circ_006725	chr4:128997873-129003876:-	0	0	298.075	0	0	0
exo_circ_006726	chr4:139116648-139125329:-	0	1453.264	0	0	0	0
exo_circ_006730	chr4:75648638-75655870:-	0	0	0	0	0	1344.764
exo_circ_006731	chr5:75116565-75118297:-	0	0	615.382	0	0	0
exo_circ_006732	chr6:109727108-109743772:+	0	0	0	0	229.969	0
exo_circ_006734	chr6:34606554-34606904:-	0	0	519.228	0	0	0
exo_circ_006737	chr7:37096618-37133234:-	2494.663	0	413.46	80.596	0	0
exo_circ_006739	chr8:134509618-134521001:-	16.743	1839.77	0	0	0	0
exo_circ_006740	chr9:109050282-109073438:-	0	0	0	290.146	0	0
exo_circ_006742	chr9:34096715-34098517:-	0	0	163.461	0	0	0
exo_circ_006744	chr12:111672660-111679340:-	0	0	0	0	179.976	0
exo_circ_006745	chr13:19835476-19838985:-	816.207	0	0	0	0	0
exo_circ_006747	chr14:35096557-35099384:-	0	1963.452	0	145.073	0	0
exo_circ_006749	chr15:77283882-77286504:-	0	0	471.152	0	0	0
exo_circ_006750	chr16:11774235-11779363:-	0	0	0	1354.014	0	0
exo_circ_006757	chr1:52667398-52668759:+	226.027	0	0	0	0	0
exo_circ_006762	chr2:197078702-197090032:-	0	0	0	0	139.981	0
exo_circ_006765	chr4:159304341-159314768:+	0	0	249.999	0	0	0
exo_circ_006767	chr5:66043076-66054951:+	0	0	0	1079.988	0	0
