exo_circ_ID	CircRNA	WhB1	WhB2	WhB3	WhB4	WhB5
exo_circ_029767	chr4:82878729-82880922:-	0	45.55	3.742	9.684	18.146
exo_circ_029771	chr5:10213490-10227647:-	13.859	0	0	0	0
exo_circ_029772	chr5:140167364-140167802:+	0	0	0	0	4.537
exo_circ_029773	chr5:176943334-176970866:-	0	0	3.742	0	9.073
exo_circ_029774	chr5:43294055-43297166:-	0	0	0	0	4.537
exo_circ_029775	chr5:5466333-5476079:+	0	0	11.227	29.051	27.22
exo_circ_029776	chr5:62348047-62350120:+	13.859	0	7.484	0	4.537
exo_circ_029777	chr5:65451474-65460338:-	0	0	3.742	0	0
exo_circ_029778	chr6:149603267-149623283:-	13.859	0	0	0	0
exo_circ_029779	chr6:170323078-170330550:+	0	0	0	9.684	0
exo_circ_029780	chr6:32120770-32121348:-	13.859	0	0	0	9.073
exo_circ_029781	chr6:75621531-75659407:+	0	0	0	9.684	4.537
exo_circ_029782	chr7:102397619-102399648:+	27.719	0	7.484	0	0
exo_circ_029783	chr7:105285008-105297533:-	0	15.183	0	19.368	9.073
exo_circ_029784	chr7:108496583-108497577:-	41.578	0	29.938	0	18.146
exo_circ_029787	chr7:6139091-6147892:+	0	0	0	9.684	0
exo_circ_029788	chr7:6425987-6432959:-	0	15.183	0	0	0
exo_circ_029789	chr7:8003907-8085017:+	0	0	0	0	9.073
exo_circ_029791	chr8:105414874-105419302:+	13.859	0	0	0	0
exo_circ_029793	chr8:47407860-47440542:+	0	0	3.742	0	4.537
exo_circ_029794	chr8:52685398-52686156:-	0	15.183	0	9.684	4.537
exo_circ_029795	chr9:113328880-113332050:-	27.719	60.734	56.134	58.103	27.22
exo_circ_029796	chr9:121088295-121115200:+	0	0	11.227	9.684	4.537
exo_circ_029797	chr9:122996040-123010528:+	0	0	7.484	48.419	9.073
exo_circ_029801	chr9:77365459-77368136:+	0	0	0	0	18.146
exo_circ_029802	chr9:83678440-83680037:-	0	0	14.969	0	0
exo_circ_029803	chr10:101807729-101807901:-	55.438	45.55	59.876	0	40.829
exo_circ_029804	chr10:104018159-104021733:+	13.859	0	7.484	0	27.22
exo_circ_029807	chr10:13597457-13605744:+	27.719	0	11.227	19.368	22.683
exo_circ_029808	chr10:17688026-17696869:+	0	45.55	26.196	48.419	18.146
exo_circ_029809	chr10:20245344-20245505:+	0	0	11.227	0	0
exo_circ_029810	chr10:26764509-26765318:-	13.859	0	0	0	9.073
exo_circ_029812	chr10:92893348-92920050:+	13.859	0	18.711	0	0
exo_circ_029813	chr11:108327644-108335961:+	0	30.367	0	0	4.537
exo_circ_029815	chr11:11873799-11880380:+	27.719	30.367	26.196	0	13.61
exo_circ_029816	chr11:125602302-125604247:+	41.578	60.734	33.68	19.368	36.293
exo_circ_029818	chr11:3719411-3720825:-	41.578	0	26.196	0	22.683
exo_circ_029819	chr11:86001034-86031611:-	55.438	0	14.969	0	22.683
exo_circ_029820	chr11:93736140-93738499:-	0	15.183	0	0	4.537
exo_circ_029821	chr11:95914241-95915963:-	0	0	7.484	0	0
exo_circ_029824	chr12:123345257-123345567:-	0	15.183	7.484	0	0
exo_circ_029826	chr12:29293299-29321924:+	0	0	3.742	9.684	4.537
exo_circ_029828	chr12:355157-363097:-	0	0	7.484	0	0
exo_circ_029829	chr12:3821872-3830018:-	0	15.183	3.742	0	4.537
exo_circ_029830	chr12:62470700-62501698:+	0	0	0	9.684	0
exo_circ_029831	chr12:68816811-68828931:+	0	15.183	0	0	0
exo_circ_029832	chr12:79828319-79832491:-	13.859	0	3.742	0	0
exo_circ_029833	chr12:9584105-9607802:+	27.719	15.183	0	38.735	0
exo_circ_029835	chr13:102657055-102664925:+	0	0	0	19.368	9.073
exo_circ_029836	chr13:45988786-46020557:-	0	0	0	9.684	0
exo_circ_029838	chr14:50445040-50448832:-	13.859	0	11.227	19.368	18.146
exo_circ_029839	chr14:73077368-73083551:+	180.173	91.1	59.876	87.154	77.122
exo_circ_029840	chr14:75782486-75793100:+	0	15.183	3.742	0	0
exo_circ_029841	chr15:63716301-63716473:-	83.157	30.367	97.298	67.786	27.22
exo_circ_029842	chr15:82151450-82152423:-	0	0	0	0	4.537
exo_circ_029843	chr15:85664562-85669830:+	0	0	0	0	4.537
exo_circ_029844	chr15:89871474-89889140:-	138.594	136.65	82.329	77.47	140.634
exo_circ_029845	chr16:16007815-16007992:+	0	0	18.711	29.051	22.683
exo_circ_029847	chr16:68174373-68191775:+	13.859	15.183	3.742	9.684	4.537
exo_circ_029848	chr16:70532478-70535420:+	13.859	0	14.969	19.368	0
exo_circ_029849	chr16:71765488-71769699:-	13.859	15.183	3.742	19.368	13.61
exo_circ_029850	chr16:74660931-74661451:-	55.438	15.183	11.227	0	4.537
exo_circ_029852	chr17:20231757-20232405:+	41.578	0	14.969	38.735	22.683
exo_circ_029853	chr17:29482196-29517656:+	0	15.183	0	0	4.537
exo_circ_029854	chr17:60454301-60456381:-	0	0	7.484	0	0
exo_circ_029855	chr17:60460662-60466459:-	0	0	0	0	4.537
exo_circ_029857	chr18:10534465-10550254:+	0	0	0	0	13.61
exo_circ_029858	chr18:13087016-13092527:+	0	0	7.484	9.684	13.61
exo_circ_029859	chr18:74877196-74920692:+	0	0	7.484	0	0
exo_circ_029861	chr19:33093358-33094269:+	0	0	7.484	0	4.537
exo_circ_029863	chr19:51965512-51966214:-	0	30.367	0	9.684	0
exo_circ_029864	chr19:9566335-9568175:-	0	0	3.742	0	0
exo_circ_029866	chr20:35801490-35842744:+	0	0	7.484	9.684	9.073
exo_circ_029867	chr20:49072285-49072697:+	41.578	45.55	82.329	38.735	49.902
exo_circ_029868	chr21:15762890-15791664:+	0	0	3.742	0	0
exo_circ_029869	chr22:20804299-20805165:-	0	0	0	0	4.537
exo_circ_029870	chr22:38493709-38495046:-	0	0	0	0	4.537
exo_circ_029871	chr22:49797804-49804360:-	0	15.183	0	0	0
exo_circ_029872	chrX:10063444-10079804:+	13.859	0	14.969	9.684	13.61
exo_circ_029875	chrX:118392631-118404444:+	0	0	0	9.684	0
exo_circ_029876	chrX:118398386-118404444:+	0	0	29.938	0	27.22
exo_circ_029877	chr1:117918596-117920424:-	0	15.183	0	0	0
exo_circ_029879	chr1:155349326-155349596:-	0	15.183	0	0	9.073
exo_circ_029880	chr1:15909320-15916279:+	0	0	11.227	0	22.683
exo_circ_029881	chr1:20840855-20851478:-	0	0	3.742	0	0
exo_circ_029882	chr1:20886200-20904971:-	0	0	0	0	4.537
exo_circ_029884	chr1:229460610-229463676:-	0	0	29.938	0	0
exo_circ_029885	chr1:241878748-241885507:+	0	15.183	11.227	0	0
exo_circ_029886	chr1:32810590-32811057:-	0	0	7.484	0	0
exo_circ_029888	chr1:93210849-93216746:+	0	0	22.453	9.684	13.61
exo_circ_029889	chr2:108839184-108856970:+	27.719	30.367	37.422	19.368	27.22
exo_circ_029891	chr2:113916883-113942359:+	13.859	15.183	7.484	0	0
exo_circ_029893	chr2:121457686-121458975:-	41.578	60.734	37.422	29.051	31.756
exo_circ_029894	chr2:128113083-128129179:+	41.578	0	3.742	0	13.61
exo_circ_029895	chr2:128143093-128145967:+	0	45.55	0	48.419	18.146
exo_circ_029896	chr2:144464165-144470498:-	0	0	0	0	9.073
exo_circ_029897	chr2:148770791-148771387:+	0	0	3.742	0	4.537
exo_circ_029898	chr2:168138087-168140758:-	0	0	11.227	0	4.537
exo_circ_029900	chr2:169905113-169906164:+	27.719	15.183	0	9.684	9.073
exo_circ_029902	chr2:195680031-195681050:+	13.859	0	11.227	0	18.146
exo_circ_029903	chr2:202513718-202519052:+	13.859	0	0	0	0
exo_circ_029904	chr2:206149019-206152510:-	41.578	0	18.711	9.684	18.146
exo_circ_029908	chr2:233263129-233265143:+	13.859	45.55	11.227	9.684	0
exo_circ_029909	chr2:25768741-25799535:-	0	0	14.969	0	0
exo_circ_029910	chr2:27485017-27485503:-	0	0	3.742	0	0
exo_circ_029913	chr2:39006411-39014846:-	0	15.183	0	0	0
exo_circ_029916	chr3:119843254-119905852:-	13.859	15.183	0	0	4.537
exo_circ_029917	chr3:123089167-123092442:+	0	0	0	9.684	0
exo_circ_029918	chr3:134495295-134507286:+	83.157	75.917	33.68	48.419	40.829
exo_circ_029920	chr3:136500222-136502779:-	0	30.367	11.227	19.368	0
exo_circ_029921	chr3:184924861-184983094:+	41.578	0	0	0	0
exo_circ_029922	chr3:197081050-197119530:-	0	0	3.742	9.684	0
exo_circ_029924	chr3:197814907-197832317:+	13.859	0	0	9.684	4.537
exo_circ_029926	chr3:47097954-47116754:-	13.859	15.183	7.484	19.368	0
exo_circ_029927	chr3:47729024-47745993:-	55.438	15.183	18.711	19.368	58.976
exo_circ_029929	chr3:94036551-94043240:+	13.859	0	0	9.684	0
exo_circ_029931	chr4:128121825-128122188:+	0	0	37.422	0	22.683
exo_circ_029932	chr4:128936654-128936851:-	13.859	30.367	14.969	38.735	27.22
exo_circ_029933	chr4:145514437-145515013:+	13.859	0	0	0	0
exo_circ_029934	chr4:147857552-147866816:+	0	0	0	0	4.537
exo_circ_029936	chr4:153550072-153558368:+	0	0	3.742	19.368	4.537
exo_circ_029937	chr4:1696201-1700070:-	0	15.183	11.227	0	0
exo_circ_029943	chr4:84860411-84932363:-	0	0	0	0	4.537
exo_circ_029946	chr5:37179360-37181005:-	0	15.183	0	9.684	27.22
exo_circ_029947	chr5:54084764-54094975:-	13.859	0	29.938	0	22.683
exo_circ_029948	chr5:76592837-76600972:+	13.859	0	0	0	0
exo_circ_029949	chr5:76652749-76658667:+	0	0	0	0	4.537
exo_circ_029950	chr5:79645122-79669028:+	55.438	60.734	11.227	29.051	31.756
exo_circ_029951	chr5:87392769-87412822:-	13.859	0	0	0	4.537
exo_circ_029953	chr6:108854224-108876350:+	0	0	0	0	4.537
exo_circ_029954	chr6:109641517-109662663:-	0	0	3.742	0	4.537
exo_circ_029958	chr6:15374116-15468718:+	0	0	0	9.684	0
exo_circ_029960	chr6:20479845-20481425:+	0	0	11.227	0	0
exo_circ_029963	chr6:98899267-98905670:-	55.438	0	0	0	13.61
exo_circ_029964	chr6:99408080-99412739:-	0	0	0	0	4.537
exo_circ_029965	chr6:99464603-99510230:-	13.859	15.183	7.484	0	9.073
exo_circ_029966	chr7:105459167-105465414:-	0	15.183	26.196	19.368	36.293
exo_circ_029968	chr7:127807483-127888012:+	27.719	0	3.742	0	0
exo_circ_029969	chr7:139053450-139061138:-	27.719	15.183	3.742	9.684	9.073
exo_circ_029970	chr7:156796388-156826744:-	27.719	30.367	7.484	9.684	13.61
exo_circ_029978	chr8:31080866-31096850:+	27.719	15.183	7.484	0	9.073
exo_circ_029979	chr8:41727249-41734069:-	0	0	7.484	0	4.537
exo_circ_029980	chr8:67131950-67154136:+	27.719	15.183	0	0	13.61
exo_circ_029981	chr9:112080073-112102285:-	13.859	0	3.742	0	0
exo_circ_029985	chr9:124921128-124923223:-	27.719	0	41.165	38.735	22.683
exo_circ_029986	chr9:125018798-125056007:-	0	0	3.742	0	0
exo_circ_029987	chr9:137790847-137800984:+	27.719	15.183	7.484	0	0
exo_circ_029988	chr9:19286768-19288665:+	0	0	3.742	9.684	0
exo_circ_029989	chr9:20715321-20720534:+	13.859	0	7.484	0	4.537
exo_circ_029991	chr9:36351114-36376127:-	0	0	7.484	0	18.146
exo_circ_029992	chr9:5064882-5081861:+	13.859	0	7.484	9.684	0
exo_circ_029993	chr10:101877803-101889490:-	55.438	0	22.453	19.368	13.61
exo_circ_029994	chr10:102872447-102873233:+	0	0	0	0	4.537
exo_circ_029996	chr10:19827989-19833803:+	0	15.183	0	0	0
exo_circ_029997	chr10:28202152-28238735:-	0	0	0	0	4.537
exo_circ_029998	chr10:32291162-32293737:-	41.578	0	11.227	38.735	36.293
exo_circ_030000	chr10:35016191-35028887:-	0	0	14.969	29.051	22.683
exo_circ_030001	chr10:68450027-68465812:-	83.157	15.183	29.938	58.103	40.829
exo_circ_030002	chr10:68450027-68470163:-	13.859	15.183	3.742	9.684	0
exo_circ_030004	chr10:74070669-74094461:+	0	0	0	9.684	0
exo_circ_030005	chr10:84417770-84438707:+	13.859	0	0	0	0
exo_circ_030007	chr11:108088526-108089623:+	55.438	15.183	26.196	67.786	36.293
exo_circ_030008	chr11:125003866-125039069:+	13.859	0	0	0	0
exo_circ_030009	chr11:129123445-129124894:-	0	15.183	3.742	0	4.537
exo_circ_030010	chr11:17094260-17097264:-	0	0	14.969	0	0
exo_circ_030012	chr11:76496214-76516312:+	0	30.367	0	0	4.537
exo_circ_030013	chr11:85983865-86031611:-	0	30.367	0	0	18.146
exo_circ_030014	chr11:992502-994245:+	0	0	7.484	0	0
exo_circ_030016	chr12:108678271-108701323:-	13.859	0	0	9.684	9.073
exo_circ_030018	chr12:11884444-11886026:+	0	0	0	9.684	4.537
exo_circ_030020	chr12:122579904-122582985:+	0	15.183	0	0	4.537
exo_circ_030021	chr12:22643762-22661205:+	13.859	0	0	0	0
exo_circ_030023	chr12:4500137-4518880:-	13.859	0	0	0	0
exo_circ_030024	chr12:68302619-68325575:-	13.859	0	0	9.684	0
exo_circ_030027	chr13:114052051-114057441:-	0	0	0	0	4.537
exo_circ_030029	chr14:31349788-31387375:-	0	0	0	0	4.537
exo_circ_030031	chr14:45217018-45218454:-	41.578	15.183	37.422	0	54.439
exo_circ_030033	chr14:52455323-52472987:-	0	45.55	0	0	4.537
exo_circ_030034	chr14:67269700-67279537:+	0	0	3.742	9.684	9.073
exo_circ_030035	chr14:75046375-75049718:-	13.859	0	3.742	0	0
exo_circ_030038	chr14:92088729-92093831:-	97.016	45.55	97.298	29.051	81.659
exo_circ_030039	chr14:92659160-92659469:+	13.859	0	3.742	0	0
exo_circ_030040	chr15:42811687-42817097:-	0	0	7.484	0	4.537
exo_circ_030041	chr15:42950261-42966286:-	13.859	0	18.711	38.735	18.146
exo_circ_030042	chr15:44595258-44596943:-	0	0	3.742	0	0
exo_circ_030043	chr15:50634381-50639548:-	0	0	18.711	0	0
exo_circ_030045	chr15:65737706-65756472:-	13.859	0	0	9.684	9.073
exo_circ_030048	chr15:92937517-92946216:+	0	0	11.227	0	13.61
exo_circ_030049	chr15:93000511-93020258:+	13.859	0	3.742	0	4.537
exo_circ_030050	chr15:93002176-93012444:+	13.859	0	0	0	0
exo_circ_030053	chr16:18841564-18850467:-	27.719	0	0	0	0
exo_circ_030054	chr16:48252224-48303305:+	0	0	11.227	0	18.146
exo_circ_030055	chr16:48258617-48262872:+	0	0	7.484	0	0
exo_circ_030058	chr17:17254858-17260474:-	41.578	0	14.969	29.051	36.293
exo_circ_030059	chr17:28910225-28914037:-	27.719	0	0	0	4.537
exo_circ_030060	chr17:29517452-29517656:+	0	0	14.969	9.684	27.22
exo_circ_030061	chr17:2991296-3020595:+	0	15.183	3.742	0	0
exo_circ_030064	chr17:38361710-38377842:+	0	0	0	0	9.073
exo_circ_030066	chr17:47664158-47665158:+	27.719	15.183	0	19.368	0
exo_circ_030067	chr17:48112030-48113399:+	0	0	3.742	0	0
exo_circ_030069	chr17:64068189-64072103:-	0	15.183	7.484	0	0
exo_circ_030071	chr17:69255542-69256283:-	0	0	11.227	9.684	0
exo_circ_030073	chr18:54271359-54287411:+	0	0	0	9.684	9.073
exo_circ_030074	chr19:11441239-11442515:+	0	0	0	29.051	4.537
exo_circ_030075	chr19:19492305-19494383:+	0	0	3.742	0	0
exo_circ_030077	chr19:4499490-4499704:+	13.859	0	0	0	0
exo_circ_030078	chr20:35801490-35863400:+	0	0	11.227	0	0
exo_circ_030079	chr20:35842572-35847434:+	0	0	22.453	19.368	9.073
exo_circ_030080	chr20:35863012-35869551:+	13.859	0	33.68	29.051	13.61
exo_circ_030081	chr20:37056145-37068186:-	0	0	3.742	0	9.073
exo_circ_030082	chr20:44503814-44514040:-	0	15.183	0	0	0
exo_circ_030084	chr20:56516934-56518297:+	0	15.183	0	0	0
exo_circ_030086	chr21:39247700-39274472:-	0	0	0	9.684	4.537
exo_circ_030088	chr22:21970209-21972718:-	13.859	15.183	3.742	0	0
exo_circ_030092	chr22:41131387-41135906:+	0	0	3.742	0	0
exo_circ_030093	chrX:136732101-136747592:-	13.859	0	0	0	0
exo_circ_030095	chrX:17022122-17029623:+	0	0	3.742	9.684	0
exo_circ_030096	chrX:21851508-21853503:+	0	0	3.742	0	4.537
exo_circ_030098	chr1:109409927-109411113:-	0	30.367	0	9.684	0
exo_circ_030099	chr1:113819576-113834439:-	27.719	30.367	7.484	19.368	9.073
exo_circ_030100	chr1:114611072-114622065:-	0	0	0	9.684	4.537
exo_circ_030102	chr1:150661813-150663763:-	0	0	0	0	13.61
exo_circ_030103	chr1:150817919-150823345:-	0	15.183	0	0	0
exo_circ_030104	chr1:151440927-151442205:-	0	0	0	0	4.537
exo_circ_030106	chr1:173774304-173775842:+	0	0	0	0	9.073
exo_circ_030107	chr1:176149005-176176007:-	0	30.367	7.484	0	18.146
exo_circ_030110	chr1:201854594-201858994:+	0	0	0	9.684	4.537
exo_circ_030111	chr1:205616477-205620838:-	0	0	7.484	0	0
exo_circ_030112	chr1:20744743-20780540:-	0	0	7.484	29.051	18.146
exo_circ_030113	chr1:208079259-208098969:-	0	0	11.227	0	0
exo_circ_030114	chr1:212863724-212864519:+	0	0	14.969	29.051	13.61
exo_circ_030115	chr1:220001137-220007338:-	13.859	60.734	3.742	19.368	13.61
exo_circ_030117	chr1:224404429-224411565:-	0	0	11.227	0	18.146
exo_circ_030118	chr1:229539455-229542371:-	0	60.734	11.227	0	31.756
exo_circ_030119	chr1:245915319-245915640:-	13.859	0	0	0	0
exo_circ_030122	chr1:30964673-30981405:-	0	0	3.742	0	0
exo_circ_030126	chr1:45659027-45661225:-	0	15.183	7.484	0	9.073
exo_circ_030128	chr1:65364634-65395032:+	0	15.183	0	9.684	4.537
exo_circ_030130	chr1:86719506-86742436:+	0	0	0	0	4.537
exo_circ_030131	chr1:8792403-8792588:-	41.578	0	7.484	0	0
exo_circ_030132	chr1:92736397-92736627:-	13.859	0	11.227	0	9.073
exo_circ_030133	chr1:93210801-93239896:+	0	0	3.742	0	9.073
exo_circ_030134	chr2:108791674-108794721:+	0	0	3.742	0	0
exo_circ_030135	chr2:112299848-112310161:+	0	0	0	0	4.537
exo_circ_030136	chr2:127724332-127726777:-	0	30.367	0	0	4.537
exo_circ_030137	chr2:135565736-135568809:+	0	0	0	29.051	0
exo_circ_030138	chr2:135621493-135661393:+	0	0	0	9.684	0
exo_circ_030139	chr2:144208602-144248697:-	13.859	15.183	0	0	0
exo_circ_030142	chr2:172568740-172570824:+	0	0	3.742	9.684	4.537
exo_circ_030143	chr2:177461892-177468524:+	13.859	0	18.711	9.684	18.146
exo_circ_030144	chr2:183133565-183159652:+	41.578	60.734	0	38.735	0
exo_circ_030148	chr2:238185009-238185287:-	69.297	45.55	37.422	0	45.366
exo_circ_030151	chr2:33523878-33534400:+	0	0	11.227	9.684	0
exo_circ_030152	chr2:38568198-38569925:-	13.859	0	0	0	0
exo_circ_030153	chr2:47429741-47445657:+	13.859	0	7.484	19.368	0
exo_circ_030154	chr2:53890103-53900017:-	0	0	14.969	0	4.537
exo_circ_030155	chr2:55362307-55388886:-	0	15.183	0	0	0
exo_circ_030156	chr2:68513079-68515736:+	0	0	0	0	4.537
exo_circ_030158	chr2:86474775-86480362:+	13.859	15.183	0	0	4.537
exo_circ_030159	chr3:101343685-101343954:-	13.859	30.367	11.227	0	9.073
exo_circ_030161	chr3:132681913-132692818:-	27.719	0	7.484	0	0
exo_circ_030162	chr3:138683677-138691143:-	0	0	0	9.684	0
exo_circ_030163	chr3:143012221-143016975:+	0	0	11.227	0	22.683
exo_circ_030168	chr3:195333027-195342654:-	13.859	0	0	9.684	0
exo_circ_030169	chr3:197814907-197830863:+	0	0	7.484	0	0
exo_circ_030171	chr3:28251711-28253765:+	55.438	0	7.484	0	22.683
exo_circ_030172	chr3:37281957-37302332:+	13.859	15.183	11.227	9.684	27.22
exo_circ_030173	chr3:41954621-41954807:-	27.719	0	0	0	18.146
exo_circ_030174	chr3:47042560-47057490:-	0	0	0	9.684	0
exo_circ_030175	chr3:63834062-63838499:-	27.719	0	0	9.684	4.537
exo_circ_030177	chr3:70976940-70978029:-	0	15.183	0	0	0
exo_circ_030178	chr3:71015548-71047095:-	0	0	0	0	4.537
exo_circ_030181	chr4:121833230-121855561:-	0	0	0	0	4.537
exo_circ_030182	chr4:139370210-139378854:+	0	75.917	0	0	9.073
exo_circ_030183	chr4:148046891-148047051:+	0	0	3.742	19.368	0
exo_circ_030184	chr4:153612251-153623083:+	0	30.367	3.742	0	0
exo_circ_030185	chr4:158713118-158715668:-	0	0	7.484	0	0
exo_circ_030186	chr4:169479402-169556095:-	0	0	3.742	0	0
exo_circ_030188	chr4:2662837-2663288:+	0	0	18.711	0	13.61
exo_circ_030189	chr4:48351499-48383784:+	0	0	3.742	9.684	9.073
exo_circ_030192	chr4:82358658-82359639:-	0	0	18.711	58.103	22.683
exo_circ_030193	chr4:82428017-82428446:-	0	0	18.711	0	4.537
exo_circ_030195	chr5:112766325-112780903:+	13.859	15.183	18.711	0	36.293
exo_circ_030197	chr5:139121034-139127853:-	0	0	3.742	0	0
exo_circ_030198	chr5:145659667-145671554:-	27.719	30.367	7.484	48.419	27.22
exo_circ_030199	chr5:150541569-150542971:+	13.859	0	0	0	0
exo_circ_030201	chr5:177536357-177539042:-	27.719	0	0	0	0
exo_circ_030202	chr5:181241491-181242345:-	27.719	15.183	0	0	9.073
exo_circ_030203	chr5:32255692-32263242:-	0	0	0	9.684	9.073
exo_circ_030204	chr5:55273292-55281515:-	0	0	11.227	29.051	18.146
exo_circ_030206	chr5:69306816-69314043:-	97.016	15.183	14.969	0	31.756
exo_circ_030207	chr5:71501561-71504751:+	0	0	0	0	13.61
exo_circ_030209	chr5:94779109-94848076:-	0	15.183	3.742	0	0
exo_circ_030210	chr6:100766564-100848707:-	13.859	0	0	0	0
exo_circ_030212	chr6:143748984-143753912:+	0	0	7.484	0	0
exo_circ_030213	chr6:149597062-149598350:-	0	0	3.742	0	0
exo_circ_030214	chr6:158119028-158128270:-	0	15.183	3.742	0	0
exo_circ_030215	chr6:35312213-35312772:+	13.859	0	0	0	0
exo_circ_030216	chr6:36899425-36902434:+	27.719	15.183	14.969	9.684	4.537
exo_circ_030217	chr6:43570501-43570994:-	13.859	30.367	0	0	27.22
exo_circ_030218	chr6:75647730-75670720:+	27.719	0	14.969	9.684	31.756
exo_circ_030220	chr6:97254556-97269992:-	41.578	30.367	44.907	38.735	36.293
exo_circ_030221	chr7:107140846-107153251:+	0	0	0	9.684	9.073
exo_circ_030223	chr7:138576372-138579532:+	0	0	3.742	0	0
exo_circ_030227	chr7:157163809-157182328:+	0	0	0	0	4.537
exo_circ_030231	chr7:65387901-65388901:+	0	0	0	0	11.341
exo_circ_030233	chr7:66795510-66799414:+	0	15.183	0	0	13.61
exo_circ_030234	chr7:77349350-77355647:-	0	0	3.742	0	9.073
exo_circ_030237	chr8:104499316-104509074:-	0	0	3.742	0	0
exo_circ_030239	chr8:10820192-10834775:-	0	15.183	0	0	0
exo_circ_030240	chr8:109449337-109454852:+	0	0	0	0	4.537
exo_circ_030242	chr8:125049005-125057666:-	13.859	0	3.742	38.735	22.683
exo_circ_030244	chr8:140580904-140585311:-	55.438	30.367	22.453	19.368	13.61
exo_circ_030246	chr8:85134846-85141517:+	0	15.183	3.742	9.684	9.073
exo_circ_030247	chr8:94506499-94512089:-	0	30.367	3.742	0	0
exo_circ_030248	chr8:94827262-94827793:+	27.719	15.183	3.742	0	0
exo_circ_030254	chr9:131150323-131164144:+	0	15.183	0	0	0
exo_circ_030255	chr9:137728348-137728529:+	55.438	167.017	56.134	9.684	95.268
exo_circ_030256	chr9:14672829-14680162:-	0	0	3.742	9.684	9.073
exo_circ_030257	chr9:17340826-17395069:+	0	30.367	0	0	0
exo_circ_030258	chr9:21859302-21862135:+	27.719	0	7.484	19.368	13.61
exo_circ_030261	chr9:5080228-5090911:+	0	0	0	9.684	13.61
exo_circ_030262	chr9:83753257-83768970:-	13.859	0	11.227	19.368	0
exo_circ_030265	chr10:101798841-101813606:-	0	0	0	9.684	9.073
exo_circ_030266	chr10:103139405-103174982:-	41.578	0	0	29.051	9.073
exo_circ_030267	chr10:104018783-104021733:+	13.859	0	7.484	0	0
exo_circ_030269	chr10:11952065-11959356:-	0	0	0	9.684	0
exo_circ_030273	chr10:27158548-27159758:+	27.719	45.55	7.484	9.684	18.146
exo_circ_030276	chr10:32543299-32634364:+	0	0	0	0	13.61
exo_circ_030280	chr10:68459103-68465812:-	0	0	22.453	0	22.683
exo_circ_030281	chr10:72475099-72477256:-	0	0	0	0	4.537
exo_circ_030282	chr11:108405428-108431838:-	0	0	3.742	0	45.366
exo_circ_030283	chr11:118374895-118376694:+	0	0	7.484	0	9.073
exo_circ_030285	chr11:120431770-120437382:+	0	30.367	3.742	19.368	4.537
exo_circ_030286	chr11:28058925-28062516:-	0	0	0	0	4.537
exo_circ_030287	chr11:3713817-3719550:-	0	0	7.484	0	0
exo_circ_030289	chr11:68537658-68548204:+	0	0	3.742	0	0
exo_circ_030290	chr11:68590659-68596218:+	69.297	0	29.938	0	36.293
exo_circ_030291	chr11:68793314-68796933:-	138.594	91.1	56.134	96.838	63.512
exo_circ_030296	chr11:78103979-78109581:-	0	30.367	0	29.051	22.683
exo_circ_030297	chr11:86003365-86011136:-	13.859	45.55	41.165	0	36.293
exo_circ_030300	chr12:110387738-110396452:-	13.859	0	3.742	0	0
exo_circ_030301	chr12:112410319-112411442:-	0	0	26.196	0	13.61
exo_circ_030305	chr12:123210055-123214834:-	0	30.367	22.453	0	31.756
exo_circ_030306	chr12:22523425-22525705:-	0	0	0	0	4.537
exo_circ_030307	chr12:2681653-2682612:-	0	0	0	0	18.146
exo_circ_030308	chr12:26979783-26980646:-	13.859	15.183	33.68	29.051	36.293
exo_circ_030309	chr12:26979783-26982859:-	0	0	7.484	0	0
exo_circ_030312	chr12:45388160-45409487:+	0	0	0	9.684	0
exo_circ_030313	chr12:45924727-45925074:-	0	0	0	0	4.537
exo_circ_030314	chr12:45931505-45951727:-	13.859	0	11.227	0	0
exo_circ_030315	chr12:62302789-62325933:+	0	0	22.453	9.684	9.073
exo_circ_030316	chr12:88111201-88131218:-	0	0	0	19.368	4.537
exo_circ_030318	chr13:98457167-98519473:-	13.859	0	0	0	0
exo_circ_030321	chr14:31380466-31383771:-	0	15.183	0	0	0
exo_circ_030322	chr14:36308091-36314915:-	0	0	7.484	0	18.146
exo_circ_030324	chr14:45011974-45027474:+	0	0	7.484	0	13.61
exo_circ_030327	chr14:50445040-50456594:-	0	15.183	7.484	0	13.61
exo_circ_030329	chr14:58498782-58508709:+	0	0	3.742	0	0
exo_circ_030333	chr14:61720381-61727655:+	0	0	3.742	0	9.073
exo_circ_030334	chr14:63415139-63422094:-	97.016	45.55	48.649	48.419	63.512
exo_circ_030335	chr14:67312526-67316903:+	0	0	3.742	9.684	13.61
exo_circ_030336	chr15:25375464-25375763:-	0	0	3.742	0	9.073
exo_circ_030337	chr15:34084208-34088133:-	0	0	0	0	4.537
exo_circ_030338	chr15:41754436-41760529:+	13.859	0	3.742	0	0
exo_circ_030339	chr15:42810613-42830078:-	13.859	0	3.742	0	4.537
exo_circ_030340	chr15:43148754-43160794:+	13.859	0	11.227	0	0
exo_circ_030343	chr15:59030803-59076215:+	0	0	0	9.684	0
exo_circ_030344	chr15:65497863-65498032:-	13.859	0	14.969	0	22.683
exo_circ_030347	chr15:71916369-71938927:-	0	0	7.484	0	0
exo_circ_030348	chr15:76621763-76665789:-	0	0	0	9.684	0
exo_circ_030349	chr15:80073265-80131293:+	13.859	0	0	19.368	0
