exo_circ_ID	CircRNA	HCC1	HCC2	HCC3	HCC4	HCC5	HCC6	HCC7	HCC8	HCC9	HCC10	HCC11	HCC12	HCC13	HCC14	HCC15	HCC16	HCC17	HCC18	HCC19	HCC20	HCC21
exo_circ_017395	chr20:47310055-47310204:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.778	0	0	0	0
exo_circ_017399	chr20:48991039-48995882:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.798	0	0	0	0
exo_circ_017400	chr20:49639677-49643650:-	0	0	0	105.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017401	chr20:49908154-49908592:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.907	0	0	0
exo_circ_017402	chr20:51712965-51729978:-	0	101.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017407	chr20:62256064-62260125:+	0	0	0	0	0	0	0	0	0	0	0	0	0	122.245	0	0	0	0	0	0	0
exo_circ_017420	chr21:32645645-32646602:-	117.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017423	chr21:36277020-36278355:+	0	0	0	0	0	0	102.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017427	chr21:42689801-42690077:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.447	0	0	0	0	0	0
exo_circ_017431	chr21:46504360-46529183:+	0	0	0	115.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017432	chr22:17138004-17149745:-	0	0	0	0	0	0	0	0	0	0	0	130.895	0	0	0	0	0	0	0	0	0
exo_circ_017434	chr22:24302194-24338477:+	126.817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017437	chr22:25674436-25690283:+	0	0	0	0	0	0	0	0	104.684	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017438	chr22:29536623-29544603:-	0	101.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017440	chr22:31810520-31819225:+	0	0	0	105.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017441	chr22:36864044-36865072:+	0	0	0	0	0	0	0	0	112.161	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017444	chr22:40246014-40267036:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.374	0	0	0	0	0
exo_circ_017445	chr22:40519463-40594735:-	0	0	0	0	0	113.939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017446	chr22:40779008-40779894:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.507	0
exo_circ_017455	chrX:118618549-118627579:+	0	0	0	0	0	0	0	0	0	0	0	103.338	0	0	0	0	0	0	0	0	0
exo_circ_017458	chrX:120538659-120560584:-	0	0	0	0	0	0	0	0	104.684	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017463	chrX:134415015-134425330:+	0	0	0	0	0	0	0	0	0	0	0	0	0	100.672	0	0	0	0	0	0	0
exo_circ_017464	chrX:136706907-136714832:-	0	0	112.273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017467	chrX:150708766-150737448:+	0	0	0	0	0	122.704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017469	chrX:16736165-16743840:+	0	0	0	0	0	0	0	0	0	0	0	0	0	129.436	0	0	0	0	0	0	0
exo_circ_017474	chrX:22111466-22133624:+	0	127.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017478	chrX:40597248-40597664:+	0	0	0	0	0	0	0	0	0	0	0	0	0	129.436	0	0	0	0	0	0	0
exo_circ_017479	chrX:40664306-40671972:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.447	0	0	0	0	0	0
exo_circ_017481	chrX:41198527-41205493:+	117.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017482	chrX:41229252-41229779:+	107.307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017486	chrX:54465450-54465852:-	0	0	0	0	0	0	0	0	0	0	115.072	0	0	0	0	0	0	0	0	0	0
exo_circ_017489	chrX:6904963-6980651:-	0	0	0	0	0	105.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017491	chrX:72462003-72489041:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.447	0	0	0	0	0	0
exo_circ_017497	chrY:13854443-13869128:+	0	0	0	0	0	0	0	0	0	0	124.661	0	0	0	0	0	0	0	0	0	0
exo_circ_017500	chr1:202157738-202158301:-	0	241.942	0	142.333	0	113.939	25.62	92.621	37.387	0	0	206.676	56.952	7.191	0	270.802	64.869	0	0	127.758	88.009
exo_circ_017501	chr22:29822334-29832342:-	0	0	0	0	0	175.291	70.456	24.699	82.252	93.177	76.715	0	37.968	0	9.496	0	4.99	0	77.008	42.586	0
exo_circ_017502	chr1:24531217-24533254:+	0	114.604	0	0	0	35.058	256.204	37.049	0	153.077	9.589	0	0	143.818	104.455	0	149.697	107.907	70.008	139.925	105.611
exo_circ_017503	chr5:172052928-172061268:-	19.51	140.072	95.432	121.246	0	0	6.405	18.524	0	6.656	0	0	151.873	35.954	0	261.775	0	0	77.008	6.084	26.403
exo_circ_017504	chr8:28970042-28970519:+	0	0	0	73.802	47.413	78.881	0	30.874	0	33.278	0	103.338	0	0	208.91	81.241	149.697	107.907	14.002	0	246.426
exo_circ_017505	chr16:88627621-88628854:+	156.082	108.237	0	0	151.721	184.056	51.241	12.35	0	0	0	0	161.365	172.581	0	0	0	0	0	212.93	61.606
exo_circ_017506	chr6:156901375-156935576:+	0	6.367	0	231.949	0	52.587	19.215	0	37.387	0	0	0	0	43.145	0	0	34.929	0	28.003	127.758	0
exo_circ_017507	chr16:16111374-16111582:+	78.041	0	0	0	0	0	44.836	61.748	0	0	0	172.23	0	86.291	0	0	0	0	0	0	0
exo_circ_017508	chr3:152414940-152447773:+	0	0	0	105.432	0	0	0	74.097	82.252	0	28.768	55.113	0	151.009	28.488	27.08	19.96	141.109	0	60.837	35.204
exo_circ_017509	chr17:5460938-5462546:-	0	108.237	0	0	0	0	12.81	74.097	44.865	0	0	0	0	28.764	0	108.321	89.818	0	77.008	54.753	79.208
exo_circ_017510	chr1:151638887-151639119:+	68.286	127.338	185.25	0	0	0	0	0	44.865	0	0	0	0	0	75.967	0	0	41.503	70.008	18.251	0
exo_circ_017511	chr1:21001198-21050994:-	0	0	0	0	0	78.881	0	191.418	0	113.144	0	0	0	0	0	0	0	0	119.013	36.502	105.611
exo_circ_017512	chr9:36375933-36376127:-	78.041	0	0	242.493	0	0	0	74.097	59.819	166.388	0	34.446	189.842	0	0	0	79.839	16.601	21.002	36.502	0
exo_circ_017513	chr16:88608933-88611536:+	0	0	0	137.061	0	0	0	0	0	39.933	0	0	0	0	0	162.481	0	91.306	77.008	85.172	70.407
exo_circ_017514	chr17:82563353-82571870:+	39.021	0	0	0	256.03	0	153.722	37.049	0	0	0	75.781	0	57.527	0	198.588	14.97	116.207	0	0	70.407
exo_circ_017515	chr2:24060813-24063782:+	78.041	0	0	0	94.826	0	0	74.097	0	0	76.715	0	0	0	0	0	0	0	70.008	0	0
exo_circ_017516	chr2:241140520-241140753:-	0	0	50.523	0	94.826	0	0	6.175	0	0	191.787	0	0	0	0	0	0	83.005	63.007	42.586	0
exo_circ_017517	chr6:32120770-32126252:-	0	0	0	0	322.408	35.058	25.62	0	37.387	0	0	261.789	0	0	0	0	0	0	0	12.167	61.606
exo_circ_017518	chr11:45862059-45872233:+	0	0	235.772	195.048	0	0	0	6.175	74.774	0	239.733	151.562	0	14.382	0	0	0	0	0	0	26.403
exo_circ_017519	chr12:57280357-57284056:-	78.041	0	0	0	0	122.704	96.077	43.223	0	79.866	0	0	0	0	75.967	0	34.929	33.202	147.016	54.753	0
exo_circ_017520	chr14:90593485-90618045:-	0	0	0	0	0	0	0	142.02	0	106.488	0	0	0	0	142.439	0	0	0	21.002	85.172	61.606
exo_circ_017521	chr1:13778417-13782831:+	126.817	0	0	0	0	140.233	0	0	0	166.388	134.251	0	0	0	0	162.481	49.899	0	0	0	44.005
exo_circ_017522	chr1:172387132-172388809:+	0	0	0	0	0	78.881	76.861	86.447	0	46.589	0	0	0	0	75.967	0	39.919	174.311	0	0	61.606
exo_circ_017523	chr7:105062163-105066807:+	0	31.834	0	226.678	0	17.529	38.431	0	89.729	0	143.84	0	0	57.527	75.967	0	29.939	0	14.002	0	70.407
exo_circ_017524	chr8:91018389-91021404:-	165.837	0	0	0	0	0	0	114.233	0	39.933	47.947	0	85.429	0	0	0	64.869	0	21.002	12.167	0
exo_circ_017525	chr10:69483690-69498396:+	185.348	0	0	68.531	199.134	0	51.241	37.049	0	19.967	124.661	48.224	18.984	0	0	0	89.818	0	0	36.502	0
exo_circ_017526	chr12:19462509-19500221:+	68.286	50.935	0	0	0	0	0	12.35	14.955	39.933	0	0	0	0	0	0	74.849	0	0	0	0
exo_circ_017527	chr17:37584647-37586549:-	0	0	0	0	28.448	0	25.62	0	52.342	53.244	0	0	0	0	94.959	54.16	169.657	249.015	98.011	0	0
exo_circ_017528	chr6:143765260-143765798:+	234.124	38.201	0	52.716	0	43.823	19.215	0	0	0	0	48.224	0	0	0	198.588	0	249.015	42.005	0	0
exo_circ_017529	chr7:138504289-138538803:+	0	0	0	0	28.448	0	32.026	37.049	0	106.488	0	0	18.984	0	0	0	89.818	0	0	36.502	0
exo_circ_017530	chr14:75109684-75110371:-	39.021	120.971	0	0	0	0	0	43.223	127.116	0	0	192.897	0	14.382	0	0	0	58.104	35.004	0	0
exo_circ_017531	chr9:114347723-114351021:-	195.103	63.669	61.75	0	113.791	0	0	0	0	0	0	137.784	56.952	50.336	37.984	0	0	0	0	0	26.403
exo_circ_017532	chr11:76526461-76528466:+	58.531	0	0	0	0	70.116	0	0	52.342	6.656	0	0	0	93.481	0	0	124.748	132.808	42.005	79.088	0
exo_circ_017533	chr17:16057513-16058599:-	0	0	0	0	0	52.587	0	0	0	0	0	0	0	0	0	0	39.919	0	0	12.167	70.407
exo_circ_017534	chr1:211353238-211354467:+	0	0	0	0	0	131.468	0	0	0	79.866	0	0	66.445	57.527	313.365	0	74.849	0	0	12.167	0
exo_circ_017535	chr2:32439507-32443588:+	156.082	0	342.431	0	0	43.823	0	6.175	29.91	39.933	0	0	0	0	0	0	64.869	0	35.004	0	0
exo_circ_017536	chr3:47675474-47678311:-	0	63.669	0	0	75.861	70.116	32.026	30.874	14.955	0	0	296.235	0	14.382	0	0	4.99	0	70.008	0	88.009
exo_circ_017537	chr4:73118687-73125312:-	0	70.036	0	0	132.756	0	0	0	0	93.177	0	0	47.46	129.436	0	0	94.808	0	0	48.67	105.611
exo_circ_017538	chr5:55274613-55281515:-	19.51	0	0	0	0	201.585	25.62	37.049	0	0	191.787	0	170.857	0	0	0	129.738	0	0	176.427	149.616
exo_circ_017539	chr6:158282262-158314268:+	195.103	50.935	0	168.691	0	0	32.026	0	0	26.622	0	0	56.952	35.954	0	0	0	0	21.002	42.586	26.403
exo_circ_017540	chr7:138525240-138573642:+	0	0	0	0	142.239	0	64.051	111.146	14.955	46.589	0	0	0	0	104.455	0	0	91.306	0	42.586	26.403
exo_circ_017541	chr7:30621392-30622462:+	0	0	0	0	0	0	96.077	0	0	13.311	0	0	94.921	0	0	0	0	0	77.008	121.674	0
exo_circ_017542	chr7:44674410-44675268:+	0	31.834	0	216.135	0	0	0	12.35	59.819	19.967	0	0	0	79.1	0	0	114.768	132.808	21.002	0	79.208
exo_circ_017543	chr11:3768580-3768744:-	0	0	0	63.259	0	0	38.431	61.748	0	13.311	0	0	0	0	0	18.053	89.818	0	28.003	66.921	140.815
exo_circ_017544	chr14:30918965-30956242:-	0	0	0	0	0	0	44.836	37.049	14.955	0	47.947	0	0	0	0	0	54.889	0	0	0	0
exo_circ_017545	chr14:50640749-50645014:-	126.817	152.805	0	110.703	0	8.765	38.431	61.748	29.91	39.933	95.893	0	0	0	0	0	19.96	0	0	0	184.819
exo_circ_017546	chr17:60460662-60462061:-	0	70.036	140.341	0	0	0	57.646	0	0	0	0	0	0	0	132.943	0	44.909	0	63.007	24.335	0
exo_circ_017547	chr19:32915336-32926273:-	0	0	0	411.183	0	96.41	76.861	61.748	119.639	0	0	0	9.492	14.382	199.414	0	0	0	63.007	0	0
exo_circ_017548	chr20:49874704-49884066:+	0	114.604	0	0	0	0	0	0	0	66.555	0	137.784	227.81	0	56.975	0	29.939	0	14.002	73.004	17.602
exo_circ_017549	chrX:19965043-19970298:-	68.286	57.302	0	0	0	0	19.215	30.874	82.252	0	105.483	0	0	35.954	113.951	0	0	8.301	0	73.004	0
exo_circ_017550	chr1:100906851-100921841:+	117.062	0	0	0	0	0	0	49.398	104.684	66.555	0	82.67	0	28.764	0	0	39.919	0	112.012	0	61.606
exo_circ_017551	chr2:127993186-127996491:-	0	25.468	0	100.16	0	0	0	0	0	46.589	0	0	0	50.336	0	0	24.95	0	0	133.842	88.009
exo_circ_017552	chr2:203380207-203402734:+	146.327	0	0	0	0	0	0	49.398	44.865	53.244	354.805	0	132.889	0	0	0	0	0	98.011	0	79.208
exo_circ_017553	chr2:24643965-24683128:+	0	50.935	174.022	0	0	122.704	0	0	0	19.967	0	0	0	0	170.926	0	0	0	77.008	79.088	0
exo_circ_017554	chr3:11807832-11809682:-	29.265	0	0	147.604	0	0	12.81	0	37.387	59.9	0	62.003	0	50.336	0	0	44.909	58.104	0	0	0
exo_circ_017555	chr5:172082325-172083084:-	0	0	0	0	0	0	102.482	61.748	157.026	39.933	0	82.67	0	7.191	0	0	0	0	0	0	0
exo_circ_017556	chr5:6737509-6746427:+	0	76.403	308.749	0	0	0	12.81	0	119.639	0	28.768	89.559	0	0	9.496	0	0	0	0	79.088	0
exo_circ_017557	chr5:94628810-94643435:+	0	19.101	0	131.789	0	0	51.241	92.621	0	86.522	57.536	0	47.46	0	0	0	9.98	149.409	63.007	0	0
exo_circ_017558	chr7:73539881-73543644:-	0	0	0	84.345	0	0	12.81	0	0	33.278	57.536	0	9.492	0	151.935	0	0	0	0	79.088	0
exo_circ_017559	chr8:123140760-123144855:+	0	57.302	0	0	360.338	0	44.836	0	97.206	0	0	234.232	0	14.382	66.471	216.642	0	116.207	42.005	36.502	17.602
exo_circ_017560	chr9:6420911-6421142:+	107.307	19.101	0	0	28.448	0	6.405	0	0	33.278	0	0	0	0	0	0	0	91.306	70.008	0	70.407
exo_circ_017561	chr10:110100624-110112915:+	97.551	0	0	0	0	122.704	38.431	24.699	97.206	39.933	0	27.557	0	64.718	28.488	54.16	0	0	0	0	0
exo_circ_017562	chr17:39419716-39423821:-	0	0	0	0	94.826	96.41	0	0	37.387	133.111	0	275.567	0	0	0	0	54.889	0	49.005	127.758	0
exo_circ_017563	chr19:41378280-41378519:+	0	6.367	0	0	0	0	25.62	0	0	66.555	0	0	0	100.672	132.943	0	0	33.202	112.012	48.67	0
exo_circ_017564	chrX:123665641-123686714:-	97.551	0	0	0	0	0	64.051	12.35	0	133.111	0	0	208.826	0	189.918	0	94.808	0	119.013	0	0
exo_circ_017565	chr2:171448680-171458075:+	0	184.64	0	126.518	18.965	78.881	0	24.699	0	53.244	0	0	0	186.963	0	9.027	0	66.404	0	18.251	0
exo_circ_017566	chr9:128508875-128509097:+	204.858	0	0	0	0	0	38.431	37.049	0	0	201.376	0	0	0	56.975	0	0	174.311	0	0	0
exo_circ_017567	chr9:77238001-77238386:+	19.51	0	157.182	0	0	0	0	18.524	74.774	66.555	0	0	0	0	85.463	0	49.899	0	91.01	0	0
exo_circ_017568	chr11:77693506-77702495:-	0	0	0	0	9.483	0	0	0	119.639	26.622	0	0	0	201.345	0	0	54.889	0	133.015	0	88.009
exo_circ_017569	chr12:108817037-108823361:-	0	0	0	0	0	122.704	0	0	44.865	53.244	172.608	248.011	0	0	37.984	0	0	33.202	0	60.837	44.005
exo_circ_017570	chr12:121416158-121417911:+	0	0	0	36.901	0	0	0	49.398	14.955	59.9	412.341	0	0	0	0	0	0	0	0	0	26.403
exo_circ_017571	chr12:89459637-89472275:-	0	25.468	0	89.617	104.308	0	38.431	0	74.774	6.656	0	0	0	0	56.975	171.508	74.849	0	0	0	0
exo_circ_017572	chr13:95043681-95062859:-	39.021	0	0	0	0	87.645	0	43.223	119.639	133.111	0	0	0	93.481	0	0	0	0	112.012	0	0
exo_circ_017573	chr14:96520054-96521072:+	0	0	0	0	0	0	38.431	0	97.206	59.9	0	34.446	0	28.764	0	288.856	0	116.207	0	170.344	0
exo_circ_017574	chr15:94356136-94370180:+	0	0	0	0	0	0	0	6.175	0	0	0	117.116	0	0	66.471	0	44.909	33.202	0	0	0
exo_circ_017575	chr1:155415743-155459898:-	58.531	0	0	0	0	0	0	0	0	39.933	0	0	0	151.009	0	144.428	69.859	0	98.011	18.251	0
exo_circ_017576	chr1:224404429-224424654:-	0	12.734	0	0	9.483	0	121.697	12.35	0	99.833	0	0	0	158.199	0	0	79.839	33.202	0	0	0
exo_circ_017577	chr2:168138087-168182090:-	0	0	0	0	0	17.529	0	67.922	0	113.144	0	0	0	0	0	0	104.788	66.404	21.002	0	96.81
exo_circ_017578	chr3:197130526-197149796:-	0	0	280.681	0	0	368.111	0	49.398	0	46.589	0	0	0	43.145	18.992	0	0	0	84.009	0	0
exo_circ_017579	chr4:139116648-139139497:-	0	0	0	0	0	0	64.051	0	0	73.211	0	0	113.905	0	123.447	0	0	0	84.009	24.335	0
exo_circ_017580	chr5:66822768-66825756:+	0	101.87	0	0	0	0	32.026	0	29.91	19.967	0	0	94.921	43.145	0	0	49.899	0	0	0	26.403
exo_circ_017581	chr5:88749069-88761328:-	136.572	0	95.432	0	0	61.352	25.62	12.35	0	0	0	0	47.46	0	0	0	0	0	0	0	0
exo_circ_017582	chr6:98899267-98917719:-	0	0	0	0	0	0	38.431	12.35	0	0	153.429	0	0	0	0	0	64.869	99.606	0	0	0
exo_circ_017583	chr8:42048377-42049707:-	0	0	0	0	0	0	64.051	37.049	0	0	278.091	96.449	0	0	189.918	18.053	209.576	0	63.007	12.167	35.204
exo_circ_017584	chr9:122989296-122990213:+	0	191.007	0	0	0	0	76.861	55.573	97.206	0	0	0	0	0	0	0	0	107.907	91.01	0	35.204
exo_circ_017585	chr10:11270665-11288552:+	0	76.403	0	26.358	256.03	35.058	6.405	30.874	0	0	0	0	0	0	0	0	0	0	49.005	36.502	0
exo_circ_017586	chr12:1289851-1371977:+	0	95.503	0	0	0	0	0	24.699	0	79.866	0	0	0	57.527	0	54.16	59.879	0	133.015	0	0
exo_circ_017587	chr12:32581959-32611283:+	0	25.468	0	0	0	157.762	0	6.175	74.774	6.656	0	0	161.365	0	0	0	74.849	58.104	0	0	35.204
exo_circ_017588	chr12:94209589-94227235:+	0	0	0	52.716	0	0	44.836	24.699	0	0	0	0	85.429	0	94.959	0	0	66.404	0	54.753	0
exo_circ_017589	chr13:95034604-95044438:-	0	197.374	0	0	0	166.526	147.317	0	0	0	0	0	0	0	0	0	0	0	0	0	17.602
exo_circ_017590	chr15:34890214-34893773:-	0	63.669	0	0	0	35.058	153.722	0	0	39.933	0	0	0	0	0	0	89.818	265.616	0	0	0
exo_circ_017591	chr16:2317282-2317764:-	0	0	44.909	73.802	0	0	0	49.398	0	0	0	0	0	0	0	0	0	141.109	0	73.004	0
exo_circ_017592	chr16:53235184-53238586:+	0	101.87	0	0	0	0	185.748	67.922	59.819	6.656	191.787	0	0	0	0	0	0	0	42.005	0	0
exo_circ_017593	chr16:89883350-89885966:+	0	0	0	0	0	210.349	0	43.223	0	0	76.715	206.676	0	0	0	0	79.839	0	0	0	0
exo_circ_017594	chr17:3705097-3705645:-	0	63.669	0	158.147	0	105.175	38.431	0	44.865	0	0	234.232	94.921	0	0	0	0	0	133.015	0	0
exo_circ_017595	chrX:118396969-118398470:+	0	0	0	0	0	0	64.051	37.049	0	0	115.072	0	0	0	0	315.936	144.707	74.705	0	24.335	0
exo_circ_017596	chr1:155904310-155904804:-	0	0	0	0	0	0	64.051	61.748	0	13.311	0	68.892	0	0	0	0	79.839	0	42.005	30.419	0
exo_circ_017597	chr1:201857095-201858994:+	0	0	157.182	0	0	0	12.81	104.971	0	73.211	0	0	208.826	0	18.992	0	0	0	0	0	0
exo_circ_017598	chr1:230178217-230203290:+	0	0	0	52.716	0	0	0	0	37.387	66.555	0	0	0	0	303.869	243.722	0	0	0	0	0
exo_circ_017599	chr2:233449981-233452060:+	0	0	0	0	0	157.762	0	0	0	0	0	0	0	107.863	94.959	0	39.919	0	147.016	0	0
exo_circ_017600	chr2:241704652-241712071:+	0	0	0	237.221	0	0	44.836	30.874	0	39.933	0	27.557	0	0	0	0	0	0	0	0	0
exo_circ_017601	chr2:33110581-33134960:+	0	0	0	0	0	0	83.266	98.796	44.865	59.9	0	0	0	0	0	0	0	0	42.005	73.004	0
exo_circ_017602	chr4:56272320-56272492:+	0	0	0	0	0	0	0	30.874	0	66.555	0	0	0	0	56.975	0	39.919	0	0	24.335	0
exo_circ_017603	chr8:140800458-140864399:-	0	0	0	0	0	0	134.507	197.592	0	116.472	0	0	0	0	0	0	0	99.606	28.003	0	0
exo_circ_017604	chr8:99274197-99275254:+	0	6.367	0	0	28.448	17.529	0	55.573	0	73.211	0	0	0	0	161.43	0	0	49.803	0	12.167	70.407
exo_circ_017605	chr10:100937401-100938736:+	0	12.734	0	0	0	35.058	19.215	61.748	37.387	0	153.429	0	0	0	104.455	0	149.697	0	0	0	0
exo_circ_017606	chr10:101797979-101807901:-	380.451	0	0	0	0	0	51.241	0	29.91	53.244	0	0	0	0	189.918	0	0	0	0	127.758	105.611
exo_circ_017607	chr10:73454411-73479517:-	0	152.805	308.749	0	0	0	0	0	0	0	0	0	161.365	0	0	0	0	91.306	0	0	0
exo_circ_017608	chr12:112319224-112319742:-	58.531	0	0	0	0	0	44.836	49.398	0	126.455	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017609	chr12:122377388-122380558:-	0	0	0	0	142.239	0	0	61.748	0	0	0	0	0	0	132.943	0	24.95	0	28.003	85.172	149.616
exo_circ_017610	chr12:45331294-45350774:+	0	76.403	0	0	0	70.116	51.241	117.321	44.865	0	0	0	0	57.527	0	0	0	132.808	73.508	0	35.204
exo_circ_017611	chr18:79126266-79214038:+	0	50.935	0	0	0	0	0	0	0	159.733	86.304	0	75.937	79.1	0	18.053	119.758	0	56.006	60.837	0
exo_circ_017612	chr19:11120091-11120522:+	68.286	0	0	0	94.826	0	38.431	30.874	0	0	115.072	137.784	0	0	0	0	74.849	0	112.012	0	8.801
exo_circ_017613	chr19:11178344-11178720:-	0	0	129.113	100.16	18.965	0	6.405	0	0	0	0	130.895	113.905	0	0	252.749	39.919	0	0	0	0
exo_circ_017614	chr19:45280373-45280734:+	0	57.302	0	0	0	35.058	51.241	6.175	0	0	0	96.449	0	0	189.918	27.08	24.95	0	21.002	0	0
exo_circ_017615	chr20:36804734-36805957:-	0	0	84.204	321.566	0	0	0	0	0	0	0	0	66.445	0	0	0	0	74.705	42.005	12.167	0
exo_circ_017616	chr22:29978441-29979052:+	0	0	0	0	0	0	0	92.621	0	133.111	0	0	0	0	37.984	0	74.849	0	49.005	42.586	0
exo_circ_017617	chr1:113908008-113908191:+	0	6.367	0	0	0	0	6.405	0	0	46.589	0	0	18.984	50.336	0	0	0	381.824	112.012	109.507	228.824
exo_circ_017618	chr1:26457790-26460144:+	0	0	0	0	18.965	0	0	0	0	6.656	0	75.781	0	0	66.471	0	0	99.606	0	0	0
exo_circ_017619	chr2:120278617-120289757:+	0	0	0	0	170.686	0	0	0	44.865	0	0	0	0	0	0	90.267	0	0	126.014	0	211.222
exo_circ_017620	chr4:128121825-128162317:+	29.265	0	0	0	0	0	140.912	74.097	0	0	0	0	0	71.909	0	0	139.717	0	49.005	0	61.606
exo_circ_017621	chr4:37631384-37635123:-	0	12.734	0	0	0	96.41	0	0	0	19.967	0	0	0	79.1	0	0	0	0	0	0	88.009
exo_circ_017622	chr5:60748266-60772093:-	0	0	0	0	0	35.058	76.861	0	97.206	93.177	0	0	0	0	0	0	0	0	0	0	0
exo_circ_017623	chr6:167022408-167040339:+	0	0	280.681	121.246	0	0	25.62	49.398	0	0	0	103.338	0	122.245	0	0	34.929	0	21.002	0	0
exo_circ_017624	chr6:82191072-82204958:-	39.021	0	0	0	0	0	25.62	30.874	112.161	0	86.304	0	0	71.909	0	0	0	0	0	12.167	0
exo_circ_017625	chr7:93291702-93297243:+	0	0	95.432	347.924	132.756	61.352	0	0	127.116	6.656	19.179	0	0	0	0	0	0	0	14.002	54.753	0
exo_circ_017626	chr8:130159863-130180880:-	0	0	0	168.691	0	0	25.62	12.35	29.91	0	0	0	0	0	0	0	0	0	70.008	0	0
exo_circ_017627	chr9:85692688-85712566:-	126.817	63.669	0	0	123.274	0	0	0	0	59.9	0	0	0	0	0	0	0	0	63.007	0	140.815
exo_circ_017628	chr12:110395100-110396452:-	0	57.302	0	0	75.861	70.116	0	0	0	0	0	0	0	172.581	9.496	0	69.859	0	0	85.172	167.217
exo_circ_017629	chr14:102194937-102209862:+	0	31.834	0	31.629	0	0	57.646	30.874	0	0	0	110.227	94.921	0	0	0	0	0	63.007	115.59	123.213
exo_circ_017630	chr18:24366891-24377535:-	48.776	0	28.068	0	0	0	0	74.097	14.955	0	0	0	28.476	0	0	0	0	99.606	28.003	73.004	0
exo_circ_017631	chr18:54187713-54205157:-	0	0	0	100.16	0	0	0	0	0	53.244	0	0	56.952	79.1	18.992	0	0	0	70.008	0	0
exo_circ_017632	chr21:37420298-37480826:+	97.551	0	0	0	0	0	70.456	43.223	0	93.177	0	248.011	0	0	0	0	29.939	0	0	115.59	0
exo_circ_017633	chr22:32478980-32485209:+	0	44.568	0	221.406	303.443	0	32.026	0	89.729	0	0	0	0	0	0	0	0	0	14.002	133.842	316.833
exo_circ_017634	chr1:172092823-172131288:+	0	57.302	0	0	0	0	25.62	0	112.161	6.656	0	0	0	0	0	0	0	132.808	84.009	0	0
exo_circ_017635	chr2:135313488-135345635:-	0	0	0	0	161.204	0	64.051	18.524	14.955	0	0	0	0	0	0	0	0	141.109	0	0	0
exo_circ_017636	chr2:218238663-218245546:+	0	0	0	0	0	0	0	0	0	99.833	0	103.338	0	0	0	0	0	0	63.007	73.004	0
exo_circ_017637	chr2:97813970-97818721:-	0	0	0	0	0	17.529	166.533	30.874	0	0	0	0	0	21.573	0	0	0	282.217	182.02	0	0
exo_circ_017638	chr3:56563683-56567053:+	48.776	0	0	205.592	0	0	0	0	149.548	0	0	27.557	56.952	64.718	0	0	24.95	41.503	0	0	26.403
exo_circ_017639	chr4:120754552-120811449:-	0	0	0	0	0	0	0	30.874	0	0	0	0	18.984	0	113.951	0	0	0	14.002	0	0
exo_circ_017640	chr4:150467672-150491035:-	48.776	63.669	0	0	0	78.881	0	0	0	126.455	0	55.113	0	0	0	144.428	0	0	84.009	0	0
exo_circ_017641	chr4:39874288-39877153:-	0	0	0	0	0	0	0	0	0	0	0	0	85.429	0	0	0	0	0	0	103.423	70.407
exo_circ_017642	chr4:78826036-78878891:+	0	0	0	0	0	0	0	0	7.477	0	0	0	28.476	0	0	0	0	0	28.003	0	0
exo_circ_017643	chr5:66759708-66788794:+	0	0	0	0	151.721	122.704	57.646	0	37.387	53.244	0	0	66.445	0	0	0	124.748	66.404	35.004	48.67	184.819
